index	form	lemma	signature	pos	framename	frameID	origin
5288	engage	engage	engage.v	v	Intentionally_act	198	training
5289	engaged	engage	engage.v	v	Intentionally_act	198	training
5290	engaged	engaged	engaged.a	a	Personal_relationship	102	FN
5291	engagement	engagement	engagement.n	n	Forming_relationships	723	FN
5292	engagement	engagement	engagement.n	n	Personal_relationship	102	FN
5293	engender	engender	engender.v	v	Cause_to_start	381	FN
5294	engineer	engineer	engineer.n	n	People_by_vocation	1071	FN
5295	engineers	engineer	engineer.n	n	People_by_vocation	1071	training
5296	english	English	English.n	n	People_by_origin	974	training
5297	engrossed	engrossed	engrossed.a	a	Mental_stimulus_exp_focus	2044	FN
5298	engrossing	engrossing	engrossing.a	a	Mental_stimulus_stimulus_focus	2046	FN
5299	engrossing	engrossing	engrossing.a	a	Stimulus_focus	364	FN
5300	enhance	enhance	enhance.v	v	Cause_change_of_position_on_a_scale	96	FN
5301	enjoy	enjoy	enjoy.v	v	Emotions_of_mental_activity	2045	FN
5302	enjoy	enjoy	enjoy.v	v	Experiencer_focus	48	training
5303	enjoyable	enjoyable	enjoyable.a	a	Stimulus_focus	364	FN
5304	enjoyed	enjoy	enjoy.v	v	Emotions_of_mental_activity	2045	training
5305	enjoyed	enjoy	enjoy.v	v	Experiencer_focus	48	training
5306	enjoying	enjoy	enjoy.v	v	Experiencer_focus	48	training
5307	enjoyment	enjoyment	enjoyment.n	n	Emotions_of_mental_activity	2045	FN
5308	enlarge	enlarge	enlarge.v	v	Cause_expansion	77	FN
5309	enlarge	enlarge	enlarge.v	v	Expansion	725	FN
5310	enlarged	enlarge	enlarge.v	v	Cause_expansion	77	training
5311	enlargement	enlargement	enlargement.n	n	Cause_expansion	77	FN
5312	enlargement	enlargement	enlargement.n	n	Expansion	725	FN
5313	enlightened	enlightened	enlightened.a	a	Mental_property	29	FN
5314	enlightenment	enlightenment	enlightenment.n	n	Mental_property	29	FN
5315	enlist	enlist	enlist.v	v	Becoming_a_member	1733	FN
5316	enlisted	enlist	enlist.v	v	Becoming_a_member	1733	training
5317	enormous	enormous	enormous.a	a	Size	2282	FN
5318	enough	enough	enough.a	a	Sufficiency	342	FN
5319	enough	enough	enough.a	a	Sufficiency	342	training
5320	enough	enough	enough.adv	adv	Sufficiency	342	FN
5321	enough	enough	enough.adv	adv	Sufficiency	342	training
5322	enough	enough	enough.n	n	Sufficiency	342	FN
5323	enough	enough	enough.n	n	Sufficiency	342	training
5324	enrage	enrage	enrage.v	v	Experiencer_obj	47	FN
5325	enraged	enraged	enraged.a	a	Emotion_directed	46	FN
5326	enraged	enraged	enraged.a	a	Emotion_directed	46	training
5327	enraging	enraging	enraging.a	a	Stimulus_focus	364	FN
5328	enrich	enrich	enrich.v	v	Processing_materials	620	FN
5329	enrich	enrich	enrich.v	v	Processing_materials	620	training
5330	enriched	enrich	enrich.v	v	Processing_materials	620	training
5331	enriched	enriched	enriched.a	a	Degree_of_processing	1159	FN
5332	enriched	enriched	enriched.a	a	Degree_of_processing	1159	training
5333	enriching	enrich	enrich.v	v	Processing_materials	620	training
5334	enrichment	enrichment	enrichment.n	n	Processing_materials	620	FN
5335	enrichment	enrichment	enrichment.n	n	Processing_materials	620	training
5336	enroll	enroll	enroll.v	v	Becoming_a_member	1733	FN
5337	ensemble	ensemble	ensemble.n	n	Clothing	134	FN
5338	enshroud	enshroud	enshroud.v	v	Eclipse	652	FN
5339	enshrouded	enshrouded	enshrouded.a	a	Eclipse	652	FN
5340	entangled	entangled	entangled.a	a	Participation	1144	FN
5341	entanglement	entanglement	entanglement.n	n	Participation	1144	FN
5342	entanglement	entanglement	entanglement.n	n	Participation	1144	training
5343	enter	enter	enter.v	v	Activity_start	146	FN
5344	enter	enter	enter.v	v	Arriving	54	FN
5345	enter	enter	enter.v	v	Arriving	54	training
5346	enter	enter	enter.v	v	Becoming_a_member	1733	FN
5347	enter	enter	enter.v	v	Becoming_a_member	1733	training
5348	enter	enter	enter.v	v	Path_shape	61	FN
5349	entered	enter	enter.v	v	Activity_start	146	training
5350	entered	enter	enter.v	v	Arriving	54	training
5351	entering	enter	enter.v	v	Arriving	54	training
5352	entertain	entertain	entertain.v	v	Cause_to_experience	288	FN
5353	entertain	entertain	entertain.v	v	Experiencer_obj	47	FN
5354	entertaining	entertaining	entertaining.a	a	Stimulus_focus	364	FN
5355	enthrall	enthrall	enthrall.v	v	Experiencer_obj	47	FN
5356	enthralled	enthralled	enthralled.a	a	Mental_stimulus_exp_focus	2044	FN
5357	enthralling	enthralling	enthralling.a	a	Mental_stimulus_stimulus_focus	2046	FN
5358	enthralling	enthralling	enthralling.a	a	Stimulus_focus	364	FN
5359	enthrone	enthrone	enthrone.v	v	Change_of_leadership	72	FN
5360	entire	entire	entire.a	a	Ranked_expectation	1533	FN
5361	entire	entire	entire.a	a	Ranked_expectation	1533	training
5362	entities	entity	entity.n	n	Entity	251	training
5363	entitle	entitle	entitle.v	v	Name_conferral	221	FN
5364	entitle	entitle	entitle.v	v	Permitting	515	FN
5365	entitled	entitled	entitled.a	a	Being_named	228	FN
5366	entitled	entitled	entitled.a	a	Being_named	228	training
5367	entity	entity	entity.n	n	Entity	251	FN
5368	entrain	entrain	entrain.v	v	Board_vehicle	1633	FN
5369	entrance	entrance	entrance.n	n	Arriving	54	FN
5370	entrance	entrance	entrance.n	n	Arriving	54	training
5371	entrances	entrance	entrance.n	n	Arriving	54	training
5372	entreat	entreat	entreat.v	v	Request	41	FN
5373	entreaty	entreaty	entreaty.n	n	Request	41	FN
5374	entry	entry	entry.n	n	Arriving	54	FN
5375	entry	entry	entry.n	n	Arriving	54	training
5376	envelop	envelop	envelop.v	v	Adorning	76	FN
5377	envelope	envelope	envelope.n	n	Containers	78	FN
5378	envelope	envelope	envelope.n	n	Containers	78	training
5379	enveloped	envelop	envelop.v	v	Adorning	76	training
5380	envy	envy	envy.n	n	Experiencer_focus	48	FN
5381	envy	envy	envy.v	v	Experiencer_focus	48	FN
5382	ephemeral	ephemeral	ephemeral.a	a	Duration_attribute	79	FN
5383	epic	epic	epic.a	a	Fame	1880	FN
5384	epic	epic	epic.a	a	Fame	1880	training
5385	epic	epic	epic.a	a	Importance	407	FN
5386	epic	epic	epic.a	a	Text	298	FN
5387	epic	epic	epic.a	a	Text	298	training
5388	epic	epic	epic.n	n	Text	298	FN
5389	epidemiology	epidemiology	epidemiology.n	n	Medical_specialties	256	FN
5390	epigram	epigram	epigram.n	n	Text	298	FN
5391	epilogue	epilogue	epilogue.n	n	Text	298	FN
5392	epistle	epistle	epistle.n	n	Text	298	FN
5393	epitome	epitome	epitome.n	n	Exemplar	2252	FN
5394	eponym	eponym	eponym.n	n	Being_named	228	FN
5395	eponymous	eponymous	eponymous.a	a	Namesake	1252	FN
5396	equal	equal	equal.a	a	Being_up_to_it	1440	FN
5397	equal	equal	equal.v	v	Evaluative_comparison	353	FN
5398	equals	equal	equal.v	v	Evaluative_comparison	353	training
5399	equip	equip	equip.v	v	Supply	1346	FN
5400	equip	equip	equip.v	v	Supply	1346	training
5401	equipment	equipment	equipment.n	n	Gizmo	106	FN
5402	equipment	equipment	equipment.n	n	Gizmo	106	training
5403	equipment	equipment	equipment.n	n	Supply	1346	FN
5404	equipment	equipment	equipment.n	n	Supply	1346	training
5405	equipped	equip	equip.v	v	Supply	1346	training
5406	equivocate	equivocate	equivocate.v	v	Prevarication	287	FN
5407	equivocation	equivocation	equivocation.n	n	Prevarication	287	FN
5408	era	era	era.n	n	Calendric_unit	229	FN
5409	era	era	era.n	n	Calendric_unit	229	training
5410	erect	erect	erect.v	v	Building	259	FN
5411	erected	erect	erect.v	v	Building	259	training
5412	erecting	erect	erect.v	v	Building	259	training
5413	ermines	ermines	ermines.n	n	Clothing	134	FN
5414	ersatz	ersatz	ersatz.a	a	Artificiality	1660	FN
5415	erstwhile	erstwhile	erstwhile.a	a	Relative_time	81	FN
5416	erupt	erupt	erupt.v	v	Process_start	133	FN
5417	erupted	erupt	erupt.v	v	Process_start	133	training
5418	eruption	eruption	eruption.n	n	Process_start	133	FN
5419	escalation	escalation	escalation.n	n	Change_position_on_a_scale	91	FN
5420	escalator	escalator	escalator.n	n	Connecting_architecture	1025	FN
5421	escalator	escalator	escalator.n	n	Connecting_architecture	1025	training
5422	escalators	escalator	escalator.n	n	Connecting_architecture	1025	training
5423	escape	escape	escape.n	n	Departing	57	FN
5424	escape	escape	escape.v	v	Avoiding	274	FN
5425	escape	escape	escape.v	v	Avoiding	274	training
5426	escape	escape	escape.v	v	Departing	57	FN
5427	escape	escape	escape.v	v	Elusive_goal	1305	FN
5428	escape	escape	escape.v	v	Escaping	273	FN
5429	escape	escape	escape.v	v	Escaping	273	training
5430	escaped	escape	escape.v	v	Avoiding	274	training
5431	escapee	escapee	escapee.n	n	Quitting_a_place	1644	FN
5432	escaping	escape	escape.v	v	Avoiding	274	training
5433	eschew	eschew	eschew.v	v	Avoiding	274	FN
5434	escort	escort	escort.v	v	Cotheme	56	FN
5435	espy	espy	espy.v	v	Becoming_aware	20	FN
5436	essay	essay	essay.n	n	Text	298	FN
5437	essential	essential	essential.a	a	Being_necessary	1157	FN
5438	essential	essential	essential.a	a	Being_necessary	1157	training
5439	establish	establish	establish.v	v	Intentionally_create	280	FN
5440	establish	establish	establish.v	v	Intentionally_create	280	training
5441	established	establish	establish.v	v	Intentionally_create	280	training
5442	establishing	establish	establish.v	v	Intentionally_create	280	training
5443	establishment	establishment	establishment.n	n	Businesses	365	FN
5444	establishment	establishment	establishment.n	n	Intentionally_create	280	FN
5445	establishment	establishment	establishment.n	n	Intentionally_create	280	training
5446	establishments	establishment	establishment.n	n	Businesses	365	training
5447	estate	estate	estate.n	n	Locale_by_ownership	2171	FN
5448	esteem	esteem	esteem.n	n	Judgment	28	FN
5449	esteem	esteem	esteem.n	n	Regard	1400	FN
5450	esteem	esteem	esteem.n	n	Regard	1400	training
5451	esteem	esteem	esteem.v	v	Judgment	28	FN
5452	estimable	estimable	estimable.a	a	Praiseworthiness	399	FN
5453	estimate	estimate	estimate.n	n	Estimated_value	1516	FN
5454	estimate	estimate	estimate.n	n	Estimated_value	1516	training
5455	estimate	estimate	estimate.v	v	Estimating	1513	FN
5456	estimated	estimate	estimate.v	v	Estimating	1513	training
5457	estimates	estimate	estimate.n	n	Estimated_value	1516	training
5458	estimates	estimate	estimate.v	v	Estimating	1513	training
5459	estimation	estimation	estimation.n	n	Estimated_value	1516	FN
5460	estimation	estimation	estimation.n	n	Estimated_value	1516	training
5461	estimation	estimation	estimation.n	n	Estimating	1513	FN
5462	estranged	estranged	estranged.a	a	Personal_relationship	102	FN
5463	estuary	estuary	estuary.n	n	Relational_natural_features	1490	FN
5464	etch	etch	etch.v	v	Processing_materials	620	FN
5465	eternal	eternal	eternal.a	a	Duration_attribute	79	FN
5466	ethical	ethical	ethical.a	a	Morality_evaluation	370	FN
5467	etui	etui	etui.n	n	Containers	78	FN
5468	eucharist	eucharist	eucharist.n	n	Rite	301	FN
5469	eulogy	eulogy	eulogy.n	n	Text	298	FN
5470	european	european	european.a	a	Origin	1103	FN
5471	european	european	european.a	a	Origin	1103	training
5472	euthanasia	euthanasia	euthanasia.n	n	Killing	590	FN
5473	euthanize	euthanize	euthanize.v	v	Killing	590	FN
5474	evacuate	evacuate	evacuate.v	v	Emptying	58	FN
5475	evacuate	evacuate	evacuate.v	v	Escaping	273	FN
5476	evacuate	evacuate	evacuate.v	v	Excreting	270	FN
5477	evacuate	evacuate	evacuate.v	v	Removing	63	FN
5478	evacuated	evacuate	evacuate.v	v	Removing	63	training
5479	evacuation	evacuation	evacuation.n	n	Removing	63	FN
5480	evacuation	evacuation	evacuation.n	n	Removing	63	training
5481	evade	evade	evade.v	v	Avoiding	274	FN
5482	evade	evade	evade.v	v	Elusive_goal	1305	FN
5483	evade	evade	evade.v	v	Evading	275	FN
5484	evaluate	evaluate	evaluate.v	v	Assessing	519	FN
5485	evaluate	evaluate	evaluate.v	v	Assessing	519	training
5486	evaluation	evaluation	evaluation.n	n	Assessing	519	FN
5487	evaluation	evaluation	evaluation.n	n	Assessing	519	training
5488	evaporate	evaporate	evaporate.v	v	Cause_change_of_phase	335	FN
5489	evaporate	evaporate	evaporate.v	v	Change_of_phase	336	FN
5490	evaporated	evaporate	evaporate.v	v	Change_of_phase	336	training
5491	evaporation	evaporation	evaporation.n	n	Change_of_phase	336	FN
5492	evasion	evasion	evasion.n	n	Avoiding	274	FN
5493	evasion	evasion	evasion.n	n	Evading	275	FN
5494	evasive	evasive	evasive.a	a	Candidness	32	FN
5495	evasive	evasive	evasive.a	a	Evading	275	FN
5496	eve	eve	eve.n	n	Calendric_unit	229	FN
5497	evening	evening	evening.n	n	Calendric_unit	229	FN
5498	evening	evening	evening.n	n	Calendric_unit	229	training
5499	evensong	evensong	evensong.n	n	Rite	301	FN
5500	evensong	evensong	evensong.n	n	Rite	301	training
5501	event	event	event.n	n	Event	187	FN
5502	events	event	event.n	n	Event	187	training
5503	eventually	eventually	eventually.adv	adv	Time_vector	379	FN
5504	eventually	eventually	eventually.adv	adv	Time_vector	379	training
5505	every	every	every.prep	prep	Frequency	80	FN
5506	every	every	every.prep	prep	Frequency	80	training
5507	every once in a while	every once in a while	every once in a while.adv	adv	Frequency	80	FN
5508	everywhere	everywhere	everywhere.adv	adv	Locative_relation	199	FN
5509	everywhere	everywhere	everywhere.adv	adv	Locative_relation	199	training
5510	evict	evict	evict.v	v	Removing	63	FN
5511	eviction	eviction	eviction.n	n	Removing	63	FN
5512	evidence	evidence	evidence.n	n	Evidence	25	FN
5513	evidence	evidence	evidence.n	n	Evidence	25	training
5514	evidence	evidence	evidence.v	v	Evidence	25	FN
5515	evident	evident	evident.a	a	Obviousness	1360	FN
5516	evident	evident	evident.a	a	Obviousness	1360	training
5517	evil	evil	evil.a	a	Morality_evaluation	370	FN
5518	evil	evil	evil.a	a	Morality_evaluation	370	training
5519	evildoer	evildoer	evildoer.n	n	People_by_morality	1102	FN
5520	evince	evince	evince.v	v	Evidence	25	FN
5521	eviscerate	eviscerate	eviscerate.v	v	Emptying	58	FN
5522	evocation	evocation	evocation.n	n	Evoking	1012	FN
5523	evocative	evocative	evocative.a	a	Evoking	1012	FN
5524	evoke	evoke	evoke.v	v	Evoking	1012	FN
5525	evoke	evoke	evoke.v	v	Evoking	1012	training
5526	evolve	evolve	evolve.v	v	Coming_to_be	316	FN
5527	evolved	evolve	evolve.v	v	Coming_to_be	316	training
5528	exact	exact	exact.a	a	Accuracy	1903	FN
5529	exact	exact	exact.a	a	Correctness	1512	FN
5530	exactly	exactly	exactly.adv	adv	Relational_quantity	1923	FN
5531	exalt	exalt	exalt.v	v	Judgment	28	FN
5532	exaltation	exaltation	exaltation.n	n	Judgment	28	FN
5533	exam	exam	exam.n	n	Examination	107	FN
5534	examination	examination	examination.n	n	Court_examination	507	FN
5535	examination	examination	examination.n	n	Examination	107	FN
5536	examination	examination	examination.n	n	Inspecting	1262	FN
5537	examination	examination	examination.n	n	Scrutiny	31	training
5538	examine	examine	examine.v	v	Court_examination	507	FN
5539	examine	examine	examine.v	v	Examination	107	FN
5540	examine	examine	examine.v	v	Inspecting	1262	FN
5541	examine	examine	examine.v	v	Inspecting	1262	training
5542	examining	examine	examine.v	v	Scrutiny	31	training
5543	example	example	example.n	n	Instance	132	FN
5544	example	example	example.n	n	Instance	132	training
5545	examples	example	example.n	n	Instance	132	training
5546	exasperate	exasperate	exasperate.v	v	Experiencer_obj	47	FN
5547	exasperated	exasperated	exasperated.a	a	Emotion_directed	46	FN
5548	exasperating	exasperating	exasperating.a	a	Stimulus_focus	364	FN
5549	exasperation	exasperation	exasperation.n	n	Emotion_directed	46	FN
5550	exceed	exceed	exceed.v	v	Surpassing	358	FN
5551	excel	excel	excel.v	v	Expertise	136	FN
5552	excellence	excellence	excellence.n	n	Desirability	354	FN
5553	excellent	excellent	excellent.a	a	Desirability	354	FN
5554	excellent	excellent	excellent.a	a	Desirability	354	training
5555	excellent	excellent	excellent.a	a	Expertise	136	FN
5556	excellent	excellent	excellent.a	a	Usefulness	726	FN
5557	excels	excel	excel.v	v	Expertise	136	training
5558	exchange	exchange	exchange.n	n	Discussion	34	FN
5559	exchange	exchange	exchange.n	n	Exchange	1170	FN
5560	exchange	exchange	exchange.n	n	Exchange	1170	training
5561	exchange	exchange	exchange.v	v	Exchange	1170	FN
5562	exchange	exchange	exchange.v	v	Exchange	1170	training
5563	exchange	exchange	exchange.v	v	Exchange_currency	1184	FN
5564	exchange	exchange	exchange.v	v	Replacing	1121	FN
5565	exchanges	exchange	exchange.n	n	Discussion	34	training
5566	exchanges	exchange	exchange.n	n	Exchange	1170	training
5567	excise	excise	excise.v	v	Removing	63	FN
5568	excite	excite	excite.v	v	Experiencer_obj	47	FN
5569	excited	excited	excited.a	a	Emotion_directed	46	FN
5570	excitement	excitement	excitement.n	n	Emotion_directed	46	FN
5571	excitement	excitement	excitement.n	n	Emotion_directed	46	training
5572	exciting	exciting	exciting.a	a	Stimulus_focus	364	FN
5573	exciting	exciting	exciting.a	a	Stimulus_focus	364	training
5574	exclaim	exclaim	exclaim.v	v	Statement	43	FN
5575	exclamation	exclamation	exclamation.n	n	Statement	43	FN
5576	exclude	exclude	exclude.v	v	Inclusion	1153	FN
5577	excluding	excluding	excluding.prep	prep	Inclusion	1153	FN
5578	excommunicate	excommunicate	excommunicate.v	v	Exclude_member	1131	FN
5579	excommunication	excommunication	excommunication.n	n	Exclude_member	1131	FN
5580	excoriate	excoriate	excoriate.v	v	Judgment_communication	219	FN
5581	excoriation	excoriation	excoriation.n	n	Judgment_communication	219	FN
5582	excrete	excrete	excrete.v	v	Emitting	359	FN
5583	excursion	excursion	excursion.n	n	Travel	343	FN
5584	excuse	excuse	excuse.v	v	Forgiveness	401	FN
5585	excuse me	excuse me	excuse me.a	a	Attention_getting	305	FN
5586	execrable	execrable	execrable.a	a	Desirability	354	FN
5587	execrable	execrable	execrable.a	a	Praiseworthiness	399	FN
5588	execrate	execrate	execrate.v	v	Judgment_communication	219	FN
5589	execration	execration	execration.n	n	Judgment_communication	219	FN
5590	execrative	execrative	execrative.a	a	Judgment_communication	219	FN
5591	execute	execute	execute.v	v	Execution	225	FN
5592	execute	execute	execute.v	v	Intentionally_act	198	FN
5593	executed	execute	execute.v	v	Execution	225	training
5594	execution	execution	execution.n	n	Execution	225	FN
5595	execution	execution	execution.n	n	Execution	225	training
5596	executioner	executioner	executioner.n	n	Execution	225	FN
5597	executive	executive	executive.n	n	Leadership	73	FN
5598	exemplar	exemplar	exemplar.n	n	Exemplar	2252	FN
5599	exemplary	exemplary	exemplary.a	a	Exemplariness	2253	FN
5600	exemplum	exemplum	exemplum.n	n	Text	298	FN
5601	exercise	exercise	exercise.n	n	Exercising	2400	FN
5602	exercise	exercise	exercise.n	n	Practice	962	FN
5603	exercise	exercise	exercise.n	n	Practice	962	training
5604	exercise	exercise	exercise.n	n	Rite	301	FN
5605	exercise	exercise	exercise.v	v	Exercising	2400	FN
5606	exercises	exercise	exercise.n	n	Practice	962	training
5607	exhalation	exhalation	exhalation.n	n	Breathing	272	FN
5608	exhalation_act	exhalation_act	exhalation_act.n	n	Breathing	272	FN
5609	exhale	exhale	exhale.v	v	Breathing	272	FN
5610	exhale	exhale	exhale.v	v	Emitting	359	FN
5611	exhaust	exhaust	exhaust.v	v	Exhaust_resource	2220	FN
5612	exhausted	exhausted	exhausted.a	a	Biological_urge	394	FN
5613	exhausted	exhausted	exhausted.a	a	Biological_urge	394	training
5614	exhausted	exhausted	exhausted.a	a	Used_up	1532	FN
5615	exhaustion	exhaustion	exhaustion.n	n	Biological_urge	394	FN
5616	exhibit	exhibit	exhibit.v	v	Cause_to_perceive	2161	FN
5617	exhilarate	exhilarate	exhilarate.v	v	Experiencer_obj	47	FN
5618	exhilarated	exhilarated	exhilarated.a	a	Emotion_directed	46	FN
5619	exhilarating	exhilarating	exhilarating.a	a	Stimulus_focus	364	FN
5620	exhilarating	exhilarating	exhilarating.a	a	Stimulus_focus	364	training
5621	exhilaration	exhilaration	exhilaration.n	n	Emotion_directed	46	FN
5622	exhort	exhort	exhort.v	v	Attempt_suasion	87	FN
5623	exist	exist	exist.v	v	Existence	660	FN
5624	exist	exist	exist.v	v	Existence	660	training
5625	existed	exist	exist.v	v	Existence	660	training
5626	existence	existence	existence.n	n	Existence	660	FN
5627	existence	existence	existence.n	n	Existence	660	training
5628	existing	exist	exist.v	v	Existence	660	training
5629	exists	exist	exist.v	v	Existence	660	training
5630	exit	exit	exit.n	n	Departing	57	FN
5631	exit	exit	exit.n	n	Departing	57	training
5632	exit	exit	exit.v	v	Departing	57	FN
5633	exit	exit	exit.v	v	Path_shape	61	FN
5634	exodus	exodus	exodus.n	n	Departing	57	FN
5635	exorbitant	exorbitant	exorbitant.a	a	Expensiveness	83	FN
5636	expand	expand	expand.v	v	Cause_expansion	77	FN
5637	expand	expand	expand.v	v	Cause_expansion	77	training
5638	expand	expand	expand.v	v	Expansion	725	FN
5639	expanded	expand	expand.v	v	Cause_expansion	77	training
5640	expanding	expand	expand.v	v	Cause_expansion	77	training
5641	expanse	expanse	expanse.n	n	Shapes	328	FN
5642	expansion	expansion	expansion.n	n	Cause_expansion	77	FN
5643	expansion	expansion	expansion.n	n	Cause_expansion	77	training
5644	expansion	expansion	expansion.n	n	Expansion	725	FN
5645	expansion	expansion	expansion.n	n	Expansion	725	training
5646	expansive	expansive	expansive.a	a	Volubility	44	FN
5647	expatiate	expatiate	expatiate.v	v	Speak_on_topic	523	FN
5648	expect	expect	expect.v	v	Expectation	26	FN
5649	expect	expect	expect.v	v	Expectation	26	training
5650	expect	expect	expect.v	v	Opinion	1412	FN
5651	expectation	expectation	expectation.n	n	Expectation	26	FN
5652	expectations	expectation	expectation.n	n	Expectation	26	training
5653	expected	expect	expect.v	v	Expectation	26	training
5654	expedition	expedition	expedition.n	n	Travel	343	FN
5655	expel	expel	expel.v	v	Exclude_member	1131	FN
5656	expel	expel	expel.v	v	Removing	63	FN
5657	expel	expel	expel.v	v	Removing	63	training
5658	expelled	expel	expel.v	v	Removing	63	training
5659	expelling	expel	expel.v	v	Removing	63	training
5660	expend	expend	expend.v	v	Exhaust_resource	2220	FN
5661	expense	expense	expense.n	n	Expensiveness	83	FN
5662	expenses	expense	expense.n	n	Expensiveness	83	training
5663	expensive	expensive	expensive.a	a	Expensiveness	83	FN
5664	expensive	expensive	expensive.a	a	Expensiveness	83	training
5665	experience	experience	experience.n	n	Expertise	136	training
5666	experience	experience	experience.n	n	Perception_experience	70	FN
5667	experience	experience	experience.n	n	Perception_experience	70	training
5668	experience	experience	experience.v	v	Feeling	396	FN
5669	experienced	experienced	experienced.a	a	Expertise	136	FN
5670	expert	expert	expert.a	a	Expertise	136	FN
5671	expert	expert	expert.n	n	Expertise	136	FN
5672	expert	expert	expert.n	n	Expertise	136	training
5673	expertise	expertise	expertise.n	n	Expertise	136	FN
5674	expertise	expertise	expertise.n	n	Expertise	136	training
5675	experts	expert	expert.n	n	Expertise	136	training
5676	expiate	expiate	expiate.v	v	Atonement	388	FN
5677	expiation	expiation	expiation.n	n	Atonement	388	FN
5678	expiator	expiator	expiator.n	n	Atonement	388	FN
5679	expiatory	expiatory	expiatory.a	a	Atonement	388	FN
5680	expire	expire	expire.v	v	Breathing	272	FN
5681	expire	expire	expire.v	v	Death	53	FN
5682	explain	explain	explain.v	v	Explaining_the_facts	1462	FN
5683	explain	explain	explain.v	v	Justifying	512	FN
5684	explain	explain	explain.v	v	Statement	43	FN
5685	explain	explain	explain.v	v	Statement	43	training
5686	explained	explain	explain.v	v	Statement	43	training
5687	explains	explain	explain.v	v	Explaining_the_facts	1462	training
5688	explanation	explanation	explanation.n	n	Explaining_the_facts	1462	FN
5689	explanation	explanation	explanation.n	n	Explaining_the_facts	1462	training
5690	explanation	explanation	explanation.n	n	Statement	43	FN
5691	explanation	explanation	explanation.n	n	Statement	43	training
5692	explicit	explicit	explicit.a	a	Candidness	32	FN
5693	explode	explode	explode.v	v	Change_position_on_a_scale	91	FN
5694	exploratory	exploratory	exploratory.a	a	Preliminaries	1928	FN
5695	explore	explore	explore.v	v	Scrutiny	31	FN
5696	explore	explore	explore.v	v	Scrutiny	31	training
5697	explored	explore	explore.v	v	Scrutiny	31	training
5698	explosion	explosion	explosion.n	n	Change_position_on_a_scale	91	FN
5699	explosive	explosive	explosive.a	a	Expansion	725	FN
5700	explosive	explosive	explosive.a	a	Expansion	725	training
5701	explosive	explosive	explosive.a	a	Weapon	426	FN
5702	explosive	explosive	explosive.a	a	Weapon	426	training
5703	explosive	explosive	explosive.n	n	Weapon	426	FN
5704	explosives	explosive	explosive.n	n	Weapon	426	training
5705	export	export	export.v	v	Exporting	1568	FN
5706	export	export	export.v	v	Exporting	1568	training
5707	export	export	export.v	v	Import_export	422	FN
5708	export	export	export.v	v	Import_export	422	training
5709	export	export	export.v	v	Sending	243	FN
5710	export	export	export_((act)).n	n	Exporting	1568	FN
5711	export	export	export_((act)).n	n	Exporting	1568	training
5712	export	export	export_((act)).n	n	Import_export	422	FN
5713	export	export	export_((act)).n	n	Import_export	422	training
5714	export	export	export_((entity)).n	n	Exporting	1568	FN
5715	export	export	export_((entity)).n	n	Import_export	422	FN
5716	exportation	exportation	exportation.n	n	Exporting	1568	FN
5717	exported	export	export.v	v	Exporting	1568	training
5718	exported	export	export.v	v	Import_export	422	training
5719	exporter	exporter	exporter.n	n	Import_export	422	FN
5720	exporters	exporter	exporter.n	n	Import_export	422	training
5721	exporting	export	export.v	v	Exporting	1568	training
5722	exporting	export	export.v	v	Import_export	422	training
5723	exports	export	export_((act)).n	n	Exporting	1568	training
5724	exports	export	export_((act)).n	n	Import_export	422	training
5725	exports	export	export_((entity)).n	n	Import_export	422	training
5726	expose	expose	expose.v	v	Reveal_secret	1146	FN
5727	exposed	expose	expose.v	v	Reveal_secret	1146	training
5728	expound	expound	expound.v	v	Speak_on_topic	523	FN
5729	express	express	express.v	v	Encoding	35	FN
5730	express	express	express.v	v	Expressing_publicly	1622	FN
5731	express	express	express.v	v	Expressing_publicly	1622	training
5732	express	express	express.v	v	Sending	243	FN
5733	expressed	express	express.v	v	Encoding	35	training
5734	expressed	express	express.v	v	Expressing_publicly	1622	training
5735	expresses	express	express.v	v	Expressing_publicly	1622	training
5736	expression	expression	expression.n	n	Encoding	35	FN
5737	expression	expression	expression.n	n	Expressing_publicly	1622	FN
5738	expression	expression	expression.n	n	Facial_expression	161	FN
5739	expressway	expressway	expressway.n	n	Roadways	203	FN
5740	expulsion	expulsion	expulsion.n	n	Exclude_member	1131	FN
5741	expulsion	expulsion	expulsion.n	n	Removing	63	FN
5742	expunge	expunge	expunge.v	v	Emptying	58	FN
5743	expunge	expunge	expunge.v	v	Removing	63	FN
5744	expurgate	expurgate	expurgate.v	v	Emptying	58	FN
5745	expurgate	expurgate	expurgate.v	v	Removing	63	FN
5746	exsiccate	exsiccate	exsiccate.v	v	Becoming_dry	2029	FN
5747	extend	extend	extend.v	v	Change_event_duration	1770	FN
5748	extend	extend	extend.v	v	Offering	2239	FN
5749	extended	extended	extended.a	a	Duration_attribute	79	FN
5750	extension	extension	extension.n	n	Linguistic_meaning	406	FN
5751	exterior	exterior	exterior.a	a	Part_inner_outer	327	FN
5752	exterior	exterior	exterior.n	n	Part_inner_outer	327	FN
5753	exterminate	exterminate	exterminate.v	v	Killing	590	FN
5754	extermination	extermination	extermination.n	n	Killing	590	FN
5755	extol	extol	extol.v	v	Judgment_communication	219	FN
5756	extract	extract	extract.v	v	Removing	63	FN
5757	extract	extract	extract.v	v	Removing	63	training
5758	extraction	extraction	extraction.n	n	Removing	63	FN
