"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input_row_index","Input_ref_statement","Input_ref_title","Input_ref_url","Input_target_statement","Input_target_title","Input_target_url","Input_media_source","Input_relation_type","Answer_Category","Approve","Reject"
"3VAOOVPI3ZSB36BD8OTZ9W25L6MLL8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:39 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:39 PDT 2016","","","3OSWBBLG1EYQR823ZS31PXK70WCXDC","A3UWM3KJYEL5XU","Approved","Mon Aug 22 04:10:37 PDT 2016","Mon Aug 22 04:15:31 PDT 2016","Sat Aug 27 04:15:31 PDT 2016","Mon Aug 22 12:31:21 PDT 2016","","","294","100% (61/61)","100% (61/61)","100% (61/61)","249","Regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together. &#34;Those days when a club of buddies would cover each other's backs is over. South America has to stand firmly with respect to the rights of the people&#34;.","Venezuelan opposition leader urges united regional front against Maduro.","http://www.stabroeknews.com/2016/news/world/08/12/venezuelan-opposition-leader-urges-united-regional-front-maduro/","regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together","Venezuelan opposition leader urges united regional front against Maduro.","http://www.todayonline.com/world/venezuelan-opposition-leader-urges-united-regional-front-against-maduro","Justice First Party","CONTAINS","omission"
"3VAOOVPI3ZSB36BD8OTZ9W25L6MLL8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:39 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:39 PDT 2016","","","3QAVNHZ3EM5XT7I21Z9BO2HE8K5LAC","A3P7M9666KJCP","Approved","Mon Aug 22 04:10:02 PDT 2016","Mon Aug 22 04:10:16 PDT 2016","Sat Aug 27 04:10:16 PDT 2016","Mon Aug 22 12:31:21 PDT 2016","","","14","100% (66/66)","100% (66/66)","100% (66/66)","249","Regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together. &#34;Those days when a club of buddies would cover each other's backs is over. South America has to stand firmly with respect to the rights of the people&#34;.","Venezuelan opposition leader urges united regional front against Maduro.","http://www.stabroeknews.com/2016/news/world/08/12/venezuelan-opposition-leader-urges-united-regional-front-maduro/","regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together","Venezuelan opposition leader urges united regional front against Maduro.","http://www.todayonline.com/world/venezuelan-opposition-leader-urges-united-regional-front-against-maduro","Justice First Party","CONTAINS","omission"
"3VAOOVPI3ZSB36BD8OTZ9W25L6MLL8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:39 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:39 PDT 2016","","","3S06PH7KSR5I17HASZIUUOG6VHW1DN","AG7WQ3TB100SO","Approved","Mon Aug 22 03:38:00 PDT 2016","Mon Aug 22 03:38:17 PDT 2016","Sat Aug 27 03:38:17 PDT 2016","Mon Aug 22 12:31:21 PDT 2016","","","17","100% (189/189)","100% (189/189)","100% (189/189)","249","Regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together. &#34;Those days when a club of buddies would cover each other's backs is over. South America has to stand firmly with respect to the rights of the people&#34;.","Venezuelan opposition leader urges united regional front against Maduro.","http://www.stabroeknews.com/2016/news/world/08/12/venezuelan-opposition-leader-urges-united-regional-front-maduro/","regional heads of state must also block Maduro from holding the presidency of the Mercosur trade group and &#34;relaunching&#34; the regional bloc UNASUR&#44; which once provided a platform for late Venezuelan President Hugo Chavez and his allies to stand together","Venezuelan opposition leader urges united regional front against Maduro.","http://www.todayonline.com/world/venezuelan-opposition-leader-urges-united-regional-front-against-maduro","Justice First Party","CONTAINS","omission"
"39TX062QX1OPNW2DG1SNO43BST5X3S","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","39OWYR0EPKSCPX69VUKTWBU1EFJFY8","A1DZLZE63NE1ZI","Approved","Mon Aug 22 03:05:43 PDT 2016","Mon Aug 22 03:06:14 PDT 2016","Sat Aug 27 03:06:14 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","31","100% (298/298)","100% (298/298)","100% (298/298)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","same"
"39TX062QX1OPNW2DG1SNO43BST5X3S","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3FFJ6VRIL1PZ2TCEOUF57GD9IUXI02","AIQB7XXL5K2FR","Approved","Mon Aug 22 03:26:48 PDT 2016","Mon Aug 22 03:28:19 PDT 2016","Sat Aug 27 03:28:19 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","91","100% (70/70)","100% (60/60)","100% (60/60)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","same"
"39TX062QX1OPNW2DG1SNO43BST5X3S","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3IOEN3P9S7KJGY2VICAGOI6EEV916V","A384DW1A7HI9Z7","Approved","Mon Aug 22 03:37:40 PDT 2016","Mon Aug 22 03:37:49 PDT 2016","Sat Aug 27 03:37:49 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","9","100% (135/135)","100% (135/135)","100% (135/135)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"39TX062QX1OPNW2DG1SNO43BST5X3S","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3PZDLQMM0TMFL0TSB7NXF18T2NYC2F","A22634OVAX2IVC","Approved","Mon Aug 22 03:43:32 PDT 2016","Mon Aug 22 03:43:41 PDT 2016","Sat Aug 27 03:43:41 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","9","100% (129/129)","100% (129/129)","100% (129/129)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"39TX062QX1OPNW2DG1SNO43BST5X3S","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3YT88D1N08ZMPG1Z7KI0MUQTDA7K3B","A2BO8M77CS3SGZ","Approved","Mon Aug 22 03:45:11 PDT 2016","Mon Aug 22 03:46:05 PDT 2016","Sat Aug 27 03:46:05 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","54","100% (268/268)","100% (268/268)","100% (268/268)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","same"
"30UZJB2POHCGLDI3AV9SWLCRZUW35P","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","31Q0U3WYDPG2KYG01MF8UW6A96R17S","A1U7AAKEZ4YXZD","Approved","Mon Aug 22 02:50:58 PDT 2016","Mon Aug 22 02:51:18 PDT 2016","Sat Aug 27 02:51:18 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","20","100% (3/3)","100% (3/3)","100% (3/3)","-1","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands and the right of all people to practice their faith","ref_title","ref_url","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands","target_title","target_url","media_source","relation_type","omission"
"30UZJB2POHCGLDI3AV9SWLCRZUW35P","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","38BQUHLA9W161TUOBUF8PAG8X6XOME","A3GLUDQZGEJL5G","Approved","Mon Aug 22 03:36:17 PDT 2016","Mon Aug 22 03:36:41 PDT 2016","Sat Aug 27 03:36:41 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","24","100% (17/17)","100% (2/2)","100% (2/2)","-1","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands and the right of all people to practice their faith","ref_title","ref_url","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands","target_title","target_url","media_source","relation_type","omission"
"30UZJB2POHCGLDI3AV9SWLCRZUW35P","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3EWIJTFFVO8NMOASSBPEM1FHQ1QE0P","A2RYRS301XIZZD","Approved","Mon Aug 22 03:19:20 PDT 2016","Mon Aug 22 03:19:50 PDT 2016","Sat Aug 27 03:19:50 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","30","100% (257/257)","100% (257/257)","100% (257/257)","-1","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands and the right of all people to practice their faith","ref_title","ref_url","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands","target_title","target_url","media_source","relation_type","omission"
"30UZJB2POHCGLDI3AV9SWLCRZUW35P","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3G5W44VEU7JNJSDN2ZPK5OF2HFAGKD","A1DZLZE63NE1ZI","Approved","Mon Aug 22 02:49:13 PDT 2016","Mon Aug 22 02:49:32 PDT 2016","Sat Aug 27 02:49:32 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","19","100% (298/298)","100% (298/298)","100% (298/298)","-1","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands and the right of all people to practice their faith","ref_title","ref_url","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands","target_title","target_url","media_source","relation_type","same"
"30UZJB2POHCGLDI3AV9SWLCRZUW35P","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3TUI152ZZBOCQGLFXLOEUNN5EWL1QS","A166A2M31CW2C7","Approved","Mon Aug 22 03:39:58 PDT 2016","Mon Aug 22 03:47:23 PDT 2016","Sat Aug 27 03:47:23 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","445","100% (229/229)","100% (229/229)","100% (229/229)","-1","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands and the right of all people to practice their faith","ref_title","ref_url","They discussed a range of issues including the moral responsibility to offer refuge to people who are forced to flee their homelands","target_title","target_url","media_source","relation_type","omission"
"3PKVGQTFIHK663DPWNFLPGD00DFRYW","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3D4CH1LGEAU32WUWY2YVFF1M6LWG9H","A4ZPIPBDO624H","Approved","Mon Aug 22 02:10:26 PDT 2016","Mon Aug 22 02:11:05 PDT 2016","Sat Aug 27 02:11:05 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","39","100% (87/87)","100% (87/87)","100% (87/87)","430","&#34;It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain&#34;. &#34;Nobody expected we would see what we have found&#44; which is partial neurological recovery of sensorimotor and visceral functions&#34;.","Paralysis patients regain sensation&#44; muscle control through brain machine.","http://www.medicalnewstoday.com/articles/312266.php","It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain.","Paraplegics Regain Some Feeling&#44; Movement After Using Brain-machine Interfaces.","http://www.science20.com/news_articles/paraplegics_regain_some_feeling_movement_after_using_brainmachine_interfaces-178283","Duke Center for Neuroengineering","CONTAINS","omission"
"3PKVGQTFIHK663DPWNFLPGD00DFRYW","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3LOTDFNYA7080SB9GT25BE9L37KWFR","AG7WQ3TB100SO","Approved","Mon Aug 22 03:39:46 PDT 2016","Mon Aug 22 03:39:57 PDT 2016","Sat Aug 27 03:39:57 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","11","100% (189/189)","100% (189/189)","100% (189/189)","430","&#34;It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain&#34;. &#34;Nobody expected we would see what we have found&#44; which is partial neurological recovery of sensorimotor and visceral functions&#34;.","Paralysis patients regain sensation&#44; muscle control through brain machine.","http://www.medicalnewstoday.com/articles/312266.php","It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain.","Paraplegics Regain Some Feeling&#44; Movement After Using Brain-machine Interfaces.","http://www.science20.com/news_articles/paraplegics_regain_some_feeling_movement_after_using_brainmachine_interfaces-178283","Duke Center for Neuroengineering","CONTAINS","omission"
"3PKVGQTFIHK663DPWNFLPGD00DFRYW","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3MH9DQ757WD1MOIZWDTMBBO0J69UGP","A22634OVAX2IVC","Approved","Mon Aug 22 03:30:35 PDT 2016","Mon Aug 22 03:30:51 PDT 2016","Sat Aug 27 03:30:51 PDT 2016","Mon Aug 22 12:31:10 PDT 2016","","","16","100% (129/129)","100% (129/129)","100% (129/129)","430","&#34;It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain&#34;. &#34;Nobody expected we would see what we have found&#44; which is partial neurological recovery of sensorimotor and visceral functions&#34;.","Paralysis patients regain sensation&#44; muscle control through brain machine.","http://www.medicalnewstoday.com/articles/312266.php","It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain.","Paraplegics Regain Some Feeling&#44; Movement After Using Brain-machine Interfaces.","http://www.science20.com/news_articles/paraplegics_regain_some_feeling_movement_after_using_brainmachine_interfaces-178283","Duke Center for Neuroengineering","CONTAINS","omission"
"3PKVGQTFIHK663DPWNFLPGD00DFRYW","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3OLQQLKKNSQUOUBEEJZK46UDPAWJE1","A3I9UOCM5EXMR2","Approved","Mon Aug 22 03:20:24 PDT 2016","Mon Aug 22 03:20:31 PDT 2016","Sat Aug 27 03:20:31 PDT 2016","Mon Aug 22 12:31:11 PDT 2016","","","7","100% (67/67)","100% (67/67)","100% (67/67)","430","&#34;It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain&#34;. &#34;Nobody expected we would see what we have found&#44; which is partial neurological recovery of sensorimotor and visceral functions&#34;.","Paralysis patients regain sensation&#44; muscle control through brain machine.","http://www.medicalnewstoday.com/articles/312266.php","It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain.","Paraplegics Regain Some Feeling&#44; Movement After Using Brain-machine Interfaces.","http://www.science20.com/news_articles/paraplegics_regain_some_feeling_movement_after_using_brainmachine_interfaces-178283","Duke Center for Neuroengineering","CONTAINS","omission"
"3PKVGQTFIHK663DPWNFLPGD00DFRYW","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","3XM0HYN6NK0QA5EC9W4412GPY92EPW","A1DZLZE63NE1ZI","Approved","Mon Aug 22 03:25:44 PDT 2016","Mon Aug 22 03:26:03 PDT 2016","Sat Aug 27 03:26:03 PDT 2016","Mon Aug 22 12:31:11 PDT 2016","","","19","100% (298/298)","100% (298/298)","100% (298/298)","430","&#34;It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain&#34;. &#34;Nobody expected we would see what we have found&#44; which is partial neurological recovery of sensorimotor and visceral functions&#34;.","Paralysis patients regain sensation&#44; muscle control through brain machine.","http://www.medicalnewstoday.com/articles/312266.php","It's important to understand how the brain codes for movement. We discovered principles of how the brain operates that we wouldn't have discovered without getting inside the brain.","Paraplegics Regain Some Feeling&#44; Movement After Using Brain-machine Interfaces.","http://www.science20.com/news_articles/paraplegics_regain_some_feeling_movement_after_using_brainmachine_interfaces-178283","Duke Center for Neuroengineering","CONTAINS","same"
"35ZRNT9RUIY2TNOLFA5R5RCIGP0O3E","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","31LM9EDVOLTYI0OR7I23UTOM32YJNR","A3P7M9666KJCP","Approved","Mon Aug 22 03:43:40 PDT 2016","Mon Aug 22 03:43:59 PDT 2016","Sat Aug 27 03:43:59 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","19","100% (66/66)","100% (66/66)","100% (66/66)","-2","I wish I had sent one more helicopter to get the hostages&#44; and we would've rescued them&#44; &#34;and I would've been re-elected.&#34;","ref_title","ref_url","I wish I had sent one more helicopter to get the hostages","target_title","target_url","media_source","relation_type","omission"
"35ZRNT9RUIY2TNOLFA5R5RCIGP0O3E","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3HL8HNGX452XOWY1NISDXU1A5609FF","A3I9UOCM5EXMR2","Approved","Mon Aug 22 03:41:42 PDT 2016","Mon Aug 22 03:54:05 PDT 2016","Sat Aug 27 03:54:05 PDT 2016","Mon Aug 22 12:31:52 PDT 2016","","","743","100% (67/67)","100% (67/67)","100% (67/67)","-2","I wish I had sent one more helicopter to get the hostages&#44; and we would've rescued them&#44; &#34;and I would've been re-elected.&#34;","ref_title","ref_url","I wish I had sent one more helicopter to get the hostages","target_title","target_url","media_source","relation_type","omission"
"35ZRNT9RUIY2TNOLFA5R5RCIGP0O3E","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3I7DHKZYGN1EN9WPKSFWLEW8JADF5Q","A5LZENCNU4T1V","Approved","Mon Aug 22 02:11:46 PDT 2016","Mon Aug 22 02:12:06 PDT 2016","Sat Aug 27 02:12:06 PDT 2016","Mon Aug 22 12:31:53 PDT 2016","","","20","100% (18/18)","100% (18/18)","100% (18/18)","-2","I wish I had sent one more helicopter to get the hostages&#44; and we would've rescued them&#44; &#34;and I would've been re-elected.&#34;","ref_title","ref_url","I wish I had sent one more helicopter to get the hostages","target_title","target_url","media_source","relation_type","same"
"35ZRNT9RUIY2TNOLFA5R5RCIGP0O3E","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3LWJHTCVCCN3GVFN4K3ZJPRZF63FQ6","A2RYRS301XIZZD","Approved","Mon Aug 22 03:31:32 PDT 2016","Mon Aug 22 03:31:58 PDT 2016","Sat Aug 27 03:31:58 PDT 2016","Mon Aug 22 12:31:53 PDT 2016","","","26","100% (257/257)","100% (257/257)","100% (257/257)","-2","I wish I had sent one more helicopter to get the hostages&#44; and we would've rescued them&#44; &#34;and I would've been re-elected.&#34;","ref_title","ref_url","I wish I had sent one more helicopter to get the hostages","target_title","target_url","media_source","relation_type","omission"
"35ZRNT9RUIY2TNOLFA5R5RCIGP0O3E","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:43 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:43 PDT 2016","","","3XLBSAQ9Z4DZFU189XO0MQQMML27ZL","A166A2M31CW2C7","Approved","Mon Aug 22 02:06:39 PDT 2016","Mon Aug 22 02:07:43 PDT 2016","Sat Aug 27 02:07:43 PDT 2016","Mon Aug 22 12:31:53 PDT 2016","","","64","100% (229/229)","100% (229/229)","100% (229/229)","-2","I wish I had sent one more helicopter to get the hostages&#44; and we would've rescued them&#44; &#34;and I would've been re-elected.&#34;","ref_title","ref_url","I wish I had sent one more helicopter to get the hostages","target_title","target_url","media_source","relation_type","omission"
"3YLPJ8OXX8DA5SLHGFX6Y9VH6T1X4D","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Mon Aug 22 02:04:34 PDT 2016","5","BatchId:2504317;","14400","432000","Mon Aug 29 02:04:34 PDT 2016","","","30OG32W0SUCQ7K2ZTHRCXDBUYU1NE9","A1DZLZE63NE1ZI","Approved","Mon Aug 22 03:30:11 PDT 2016","Mon Aug 22 03:30:25 PDT 2016","Sat Aug 27 03:30:25 PDT 2016","Mon Aug 22 12:31:11 PDT 2016","","","14","100% (298/298)","100% (298/298)","100% (298/298)","431","Meanwhile&#44; Jones Erue&#44; the Delta state chairman of the All Progressives Congress (APC) has attacked Kingsley Esiso the state Peoples Democratic Party (PDP) chairman&#44; for attributing the current economic challenges trailing the country to the APC.","Africa’s richest man reacts to Nigeria’s economic crisis.","http://dailynews.nigeriannation.com/news/finally-africas-richest-man-reacts-to-nigerias-economic-crisis/","Jones Erue&#44; the Delta state chairman of the All Progressives Congress (APC) has attacked Kingsley Esiso the state Peoples Democratic Party (PDP) chairman&#44; for attributing the current economic challenges trailing the country to the APC","APC lambasts PDP over comments on Nigeria’s economy.","https://www.naij.com/925373-apc-lambasts-pdp-comments-nigerias-economy.html","Vanguard","CONTAINS","same"
