123	"Everyone in the world knows who is behind this coup attempt". Secretary of State John Kerry and Vice President Joe Biden expressed their intention to come to Turkey but would not confirm previous comments made by Ankara that Kerry would visit on August 24.	"Everyone in the world knows who is behind this coup attempt". Secretary of State John Kerry and Vice President Joe Biden expressed their intention to come to Turkey but would not confirm previous comments made by Ankara that Kerry would visit on Aug. 24	SAME
124	I found the numbers heartbreaking. Nations are judged by the health and well-being of their children [and] many would find these levels of physical and sexual violence unacceptable and something we should act on quickly.	I found the numbers heartbreaking,	OMISSION
125	I found the numbers heartbreaking. Nations are judged by the health and well-being of their children [and] many would find these levels of physical and sexual violence unacceptable and something we should act on quickly.	Nations are judged by the health and well-being of their children,	OMISSION
126	He won't release them until an IRS audit is complete, breaking traditional with every presidential candidate in recent history.	he won't release them until an IRS audit is complete	OMISSION
127	I just spent too much emotional energy in the lead-up and even in the race, I let my head get ahead of me - and that's not something I should do.	I just spent too much emotional energy in the lead-up and even in the race,	SAME
128	"Our government is trying to check atrocities on dalits. For their socio-economic upliftment, new laws have been made. There was need to deliberate on how to stop such incidents". "There is an illusion that since our government came to power, atrocities against Dalits have gone up".	There is an illusion that since our government came to power, atrocities against Dalits have gone up	OMISSION
129	It does make policymakers more cautious about cutting interest rates. Even if they did cut interest rates, the resulting acceleration in consumer spending that they get is probably diminished. The bang for the buck diminishes.	It does make policymakers more cautious about cutting interest rates,	OMISSION
130	This is a significant milestone for both the Merkur Offshore project and the European offshore wind industry. Securing this funding ensures the first large-scale commercial deployment of our state-of-the-art Haliade 150-6MW offshore wind turbine in Europe. The Merkur project also signals our continued commitment to the development of offshore wind farms around the world.	This is a significant milestone for both the Merkur Offshore project and the European offshore wind industry. Securing this funding ensures the first large-scale commercial deployment of our state-of-the-art Haliade 150-6MW offshore wind turbine in Europe.	SAME
131	The airline has terminated the services of the pilot concerned, while there was no immediate response to queries sent to Air India.	the airline has terminated the services of the pilot concerned, while there was no	SAME
132	Evi caught a bacteria in early July that causes dysentery. Doctors say this can seriously disrupt energy levels for three months. It became clear yesterday that she lacked energy during tough conditions. She could not use full force for a top condition. ... The likelihood that she caught it here during contact with the water is very big.	this can seriously disrupt energy levels for three months	OMISSION
133	Meanwhile, Myanmar's western and northwestern states of Chin and Rakhine have been alerted for possible flash flood and landslide as depression is forming over the northwest Bay of Bengal.	s western and northwestern states of Chin and Rakhine have been alerted for possible flash flood and landslide as depression is forming over the northwest Bay of Bengal	SAME
134	"Passphrases are much harder to crack and break, and much easier to remember". Passwords today are "completely unusable,". Users forget, which creates all sorts of cybersecurity problems, like writing it down or reusing them.	Passwords today are "completely unusable"	OMISSION
135	He had surprised even himself as he thundered his way into the quarter-finals of the Rio Olympic boxing with a brutal knock-out to enhance his rapidly growing reputation on Thursday.	he had surprised even himself as he thundered his way into the quarter-finals of the Rio Olympic boxing with a brutal knock-out to enhance his rapidly growing reputation	SAME
136	"It was a race against time. The outcome "could have been significantly more dreadful" if police had not intervened when they did". "O Canada, you received many warnings, you were told many times what would become of those who fight against the Islamic State".	It was a race against time,	OMISSION
137	"It means that a questioning can make the case go forward. This is decisive to be able to take a decision whether to formally charge him or not". The Swedish prosecutor is on vacation and no date has been set for the trip to London.	the Swedish prosecutor is on vacation and no date has been set for the trip to London	OMISSION
138	"It means that a questioning can make the case go forward. This is decisive to be able to take a decision whether to formally charge him or not". The Swedish prosecutor is on vacation and no date has been set for the trip to London.	It means that a questioning can make the case go forward. This is decisive to be able to take a decision whether to formally charge him or not.	OMISSION
139	"It means that a questioning can make the case go forward. This is decisive to be able to take a decision whether to formally charge him or not". The Swedish prosecutor is on vacation and no date has been set for the trip to London.	the Swedish prosecutor is on vacation	OMISSION
140	It's been a long journey. I just wish I did a little better. I felt great before the race. I guess I just didn't have it tonight. Kind of bummed, but I gave it my all, and that's all I can ask for.	I just wish I did a little better,	OMISSION
141	Every emotion hit me at once so I was just kind of a train wreck. Everything was going through my head but mainly it was like I had finally done it and when that hits you, you can't really stop the emotions.	Every emotion hit me at once so I was just kind of a train wreck,	SAME
142	"There are discussions going on with Nina, we'd love to have her back...These are discussions that go on, hopefully she'll be back, but should it not work out, Julie has planned out a great series finale for fans". Plec will have to decide for how many episodes will Elena be seen if she decides to come back for the final episode of the show.	There are discussions,	OMISSION
143	The new legislation leaves fundamental concerns about the rule of law in Poland "unresolved.". "In Poland the Constitutional Tribunal is still prevented from fully ensuring an effective constitutional review. This adversely affects its integrity, stability and proper functioning, which is one of the essential safeguards of the rule of law in Poland".	the new legislation leaves fundamental concerns about the rule of law in Poland "unresolved."	OMISSION
144	The Minister's accreditation could be cancelled because of this. "Should our protocol team be made aware of further examples of this type of behaviour, the accreditation of your Minister for Sports will be cancelled and his privileges at the Olympic Games withdrawn. We trust you will pass on this message urgently".	Should our protocol team be made aware of further examples of this type of behaviour, the accreditation of your Minister for Sports will be cancelled and his privileges at the Olympic Games withdrawn. We trust you will pass on this message urgently,	SAME
145	Her victory was extra special in the context of ongoing race issues in the U.S. "It means a lot, especially with what is going on in the world today, some of the issues of police brutality. This win hopefully brings hope and change to some of the issues that are going on. My color just comes with the territory".	It means a lot, especially with what is going on in the world today, some of the issues of police brutality. This win hopefully brings hope and change to some of the issues that are going on. My color just comes with the territory.	OMISSION
146	"They are the family I never had in this industry". Sundance support validated and inspired him as he struggled to bring the true story of slave rebellion leader Nat Turner to the screen in "The Birth of a Nation." The film won audience and grand jury prizes when it premiered at the Sundance Film Festival in January.	"They are the family I never had in this industry". Sundance support validated and inspired him as he struggled to bring the true story of slave rebellion leader Nat Turner to the screen in "The Birth of a Nation.".	SAME
147	There's none of that. We're very much in charge of our own destiny. There's no other way to be.	We're very much in charge of our own destiny. There's no other way to be.	SAME
148	Later No, it's no mistake. Everyone's liking it. I think they're liking it.	No, it's no mistake. Everyone's liking it. I think they're liking it.	SAME
149	"We buy more than euro 300 million from India alone and we will multiply it by 2 to euro 600 million in the next three to four years". The furniture maker may also introduce online sales in India in future.	We buy more than euro 300 million from India alone and we will multiply it by 2 to euro 600 million in the next three to four years,	OMISSION
150	Six Pakistanis and a Russian navigator were aboard when the copper went down on August 4.	six Pakistanis and a Russian navigator were aboard when the copper went down on Aug. 4	SAME
151	Regulators across the globe, including the South African Reserve Bank (Sarb), are also looking at the blockchain. "The Reserve Bank is definitely looking at blockchain".	regulators across the globe, including the South African Reserve Bank (SARB), are also looking at the blockchain	SAME
152	And the adoption of blockchain among banks has the potential to disrupt the global banking industry. "Banks are a trusted intermediary for the exchange of funds. And if you cut the bank out and use the blockchain technology ... we don't need a bank anymore".	the adoption of blockchain among banks has the potential to disrupt the global banking industry	OMISSION
153	It was unlikely that the plane's captain glided the plane into the sea, and instead said engine failure due to lack of fuel had sparked a sudden "death dive" into the southern Indian Ocean, Xinhua news agency reported.	it was unlikely that the plane's captain glided the plane into the sea, and instead said engine failure due to lack of fuel had sparked a sudden "death dive" into the southern Indian Ocean	SAME
154	A company will be appointed to operate the HSR, with this operator to pay the required fees to the railway construction companies and the asset-management company. "These are the three main 'structures' for the HSR. We will sign a binding agreement with Singapore by the end of this year".	These are the three main 'structures' for the HSR. We will sign a binding agreement with Singapore by the end of this year,	OMISSION
155	Actor Thomas Gibson has been suspended from work on the CBS drama "Criminal Minds" after an on-set altercation with a writer-producer.	after an on-set altercation with a writer-producer	OMISSION
156	Because the series had been off the air for so long, it faced the challenge of filling in its larger "mythology" and fast-forwarding the characters' lives. "Going forward, there won't be the same obligation to reset the series".	Because the series had been off the air for so long, it faced the challenge of filling in its larger "mythology" and fast-forwarding the characters' lives	SAME
157	"That quarantine area includes some very spacious outdoor areas". The number brought in may be less than 25 at a time because chimpanzees develop close social groups, which are kept together in their new home.	The number brought in may be less than 25 at a time because chimpanzees develop close social groups, which are kept together in their new home	OMISSION
158	But the community experienced an "immediate deterioration" in their rights following a sustained assault by ministers, religious hardliners and influential Islamic organizations -- including a call to ban them from university campuses -- over a two-month period earlier this year.	But the community experienced an "immediate deterioration" in their rights following a	OMISSION
159	Chen has applied to the International Olympic Committee (IOC) for testing of sample B and a hearing to look into the matter. "The CSA has taken this matter seriously and demanded full cooperation from Chen in the investigation".	The CSA has taken this matter seriously and demanded full cooperation from Chen in the investigation,	OMISSION
160	"We are still placing bandaids when there is a deeper cancer to be cured". The government should not compare our cities with those in the developed world, but should look at the emerging market peers like Brazil, Indonesia and Malaysia which are taking great efforts to make cities better.	The government should not compare our cities with those in the developed world, but should look at the emerging market peers like Brazil, Indonesia and Malaysia which are taking great efforts to make cities better	SAME
161	"I want to make sure that if we have radical Islamic terrorists, we have a very safe place to keep them". Obama, meanwhile, is "allowing people to get out that are terrible people,".	I want to make sure that if we have radical Islamic terrorists, we have a very safe place to keep them,	OMISSION
162	The Thai prime minister on Friday ordered the tightening of security in cities and crowded places around the country, especially in tourist areas, in the wake of multiple bomb attacks.	Thai prime minister on Friday ordered the tightening of security in cities and crowded places around the country, especially in tourist areas	OMISSION
163	Barack and Hillary are co-founders of ISIS. "Look, all I do is tell the truth. I'm a truth teller. All I do is tell the truth".	Look, all I do is tell the truth. I'm a truth teller. All I do is tell the truth,	OMISSION
164	Barack and Hillary are co-founders of ISIS. "Look, all I do is tell the truth. I'm a truth teller. All I do is tell the truth".	All I do is tell the truth	OMISSION
165	He was dissatisfied with his preparation and results there and wants to bow out on his own terms. "The biggest thing for me through the meet so far is I've been able to kind of finish how I wanted to. I've been able to come back and I've been able to accomplish things that I just dreamt of".	I've been able to kind of finish how I wanted to,	OMISSION
166	Police believe the blasts were acts of "local sabotage" and not linked to international militants. "There are no conflicts in the country that may lead to terrorists being in the country. That's why we can say that these incidents are not terrorist attacks".	Police believe the blasts were acts of "local sabotage" and not linked to international militants	OMISSION
167	Police believe the blasts were acts of "local sabotage" and not linked to international militants. "There are no conflicts in the country that may lead to terrorists being in the country. That's why we can say that these incidents are not terrorist attacks".	There are no conflicts in the country that may lead to terrorists being in the country. That's why we can say that these incidents are not terrorist attacks,	OMISSION
168	"The need for alternative sources of capital to finance infrastructure becomes increasingly more compelling with fragility of growth from major emerging markets". The country would attract significant amounts of affordable capital from the Gulf countries and other established world issuing a sovereign sukuk.	The need for alternative sources of capital to finance infrastructure becomes increasingly more compelling with fragility of growth from major emerging markets,	OMISSION
169	Members the deal was a good one that should be accepted, during meetings ahead of the poll of 54,000 junior doctors and medical students.	the deal was a good one that should be accepted, during meetings ahead of the poll of 54,000 junior doctors and medical students	SAME
170	AdBlock Plus' method is removing more than just ads. "We're disappointed that ad blocking companies are punishing people on Facebook as these new attempts don't just block ads but also posts from friends and Pages".	We're disappointed that ad blocking companies are punishing people on Facebook as these new attempts don't just block ads but also posts from friends and Pages,	OMISSION
171	The challenge for B2B marketers has been connecting the account-specific needs of sales with their broader digital marketing campaigns, so their campaigns reach their targets. Oracle Data Cloud is helping us reach the right decision makers in the right companies across the many devices they use at scale.	The challenge for B2B marketers has been connecting the account-specific needs of sales with their broader digital marketing campaigns, so their campaigns reach their targets,	OMISSION
172	He would be "fine" with trying U.S. citizens in military tribunals at Guantánamo Bay, the U.S. naval base that is also home to a military prison housing captured terror suspects. "Well, I know that they want to try them in our regular court systems, and I don't like that at all. I don't like that at all. I would say they could be tried (in military commissions), that would be fine".	I don't like that at all	OMISSION
173	He won't endorse Donald Trump, his party's presidential nominee.	he won't endorse Donald Trump	SAME
174	['The Originals'] can live very well on its own ... Julie [Plec]'s still heavily involved in that also. I'm hopeful that we'll see a fifth year.	I'm hopeful that we'll see a fifth year,	OMISSION
175	Online she thought she was going to die when the plane dropped from the sky.	she thought she was going to die when the plane dropped from the sky	SAME
176	the two women have been interviewed and released from custody pending further investigation and the results of an autopsy.	two women have been interviewed and released from custody pending further investigation and the results of an autopsy	SAME
177	We have imposed a penalty on the company; We have taken all the necessary actions against the company as entrusted to us under the law, and we have closed the investigations.	We have taken all the necessary actions against the company as entrusted to us under the law, and we have closed the investigations,	SAME
178	This situation, I don't know the details. I'm not aware of it, so unfortunately I can't answer your question.	This situation, I don't know the details,	SAME
179	Personal terms have been agreed and now the clubs must thrash out an agreement on a fee with Arsenal hoping to complete the transfer over the weekend. "Shkodran and Arsenal agree. There are only the terms to be agreed on a transfer fee".	personal terms have been agreed and now the clubs must thrash out an agreement on a fee	OMISSION
180	We believe the future of TV is about generating the most relevant cross-screen experience and leveraging real-time audience data. With Freesat's deep, raw datasets, and TVbeat's fast and efficient platform we are able to process and contextualise data and provide insights which will be of immense value to broadcasters and programme makers both now and in the future.	With Freesat's deep, raw datasets, and TVbeat's fast and efficient platform we are able to process and contextualise data and provide insights which will be of immense value to broadcasters and programme makers both now and in the future.	OMISSION
181	The insights provided by a combination of real-time data, scale and granularity will, we believe, have a significant and positive effect on the broadcast industry. More importantly, it will benefit viewers, as it enables broadcasters to respond quickly and precisely to their preferences. Ultimately this real-time, granular measurement system will help to maintain a robust free-to-air TV market in the UK.	Ultimately this real-time, granular measurement system will help to maintain a robust free-to-air TV market in the UK,	OMISSION
182	We're continuing to grind higher. You had some retail earnings that came in better than expected. Economic numbers such as jobless claims didn't do anything to challenge the strength.	We're continuing to grind higher,	OMISSION
183	I don't know if I'm in better shape than I was in 2008. That hurt a lot.	I don't know if I'm in better shape than I was in 2008,	SAME
184	Recent tax changes relating to buy-to-let (BTL) income is "likely to lead to lower levels of BTL new lending for the remainder of the year". "The sustained low interest rate environment and competition in core markets will maintain pressure on margins and we anticipate profits are likely to moderate in the period ahead".	The sustained low interest rate environment and competition in core markets will maintain pressure on margins and we anticipate profits are likely to moderate in the period ahead.	OMISSION
185	The network reported his claim "so seriously.". "THEY DON'T GET SARCASM?".	THEY DON'T GET SARCASM?	SAME
186	The network reported his claim "so seriously.". "THEY DON'T GET SARCASM?".	the network reported his claim "so seriously."	OMISSION
187	Most days, we suffer taunts in office for being late because of the problems with the train. There are problems with the signals, snapping of overhead wires or technical snags, however passengers on this line are the ones who bear the brunt. Many of our co passengers in Karjat have demanded that the station authorities give them in writing that trains will not be late henceforth.	Most days, we suffer taunts in office for being late because of the problems with the train. There are problems with the signals, snapping of overhead wires or technical snags, however passengers on this line are the ones who bear the brunt.	OMISSION
188	He was not concerned that the party could cut him off, reports the BBC.	he was not concerned that the party could cut him off	SAME
189	"Suddenly, we're a poor country, but commitment to transparency and accountability is not making people know that there is severe shortage". Asking UNFPA to bear with Nigeria in whichever area the country could not live up to its responsibilities for now.	Asking UNFPA to bear with Nigeria in whichever area the country could not live up to its responsibilities for now	OMISSION
190	I just throw a couple of random dance parties. I take some really, really horrendous Snapchats of her. Whatever I can do to make her laugh.	Whatever I can do to make her laugh,	OMISSION
191	Danny Breithaupt will step down with immediate effect, with former bookie boss Andy McCue taking the top job. "The board has completed the initial phase of the operating strategy review, and has decided that a new leader is needed to implement the initial actions and then prioritise the next phase of the review".	The board has completed the initial phase of the operating strategy review, and has decided that a new leader is needed to implement the initial actions and then prioritise the next phase of the review.	OMISSION
192	Danny Breithaupt will step down with immediate effect, with former bookie boss Andy McCue taking the top job. "The board has completed the initial phase of the operating strategy review, and has decided that a new leader is needed to implement the initial actions and then prioritise the next phase of the review".	The board has completed the initial phase of the operating strategy review, and has decided that a new leader is needed to implement the initial actions and then prioritise the next phase of the review,	OMISSION
193	A heavy month of promotions proved very successful in appealing to bargain-hungry shoppers.	A heavy month of promotions proved very successful,	OMISSION
194	"Until now, nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis". One of the women sufficiently recovered sensation -- on her skin and inside her body -- "that she decided to deliver a baby,". She could feel the contractions.	Until now, nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis,	OMISSION
195	"Until now, nobody has seen recovery of these functions in a patient so many years after being diagnosed with complete paralysis". One of the women sufficiently recovered sensation -- on her skin and inside her body -- "that she decided to deliver a baby,". She could feel the contractions.	One of the women sufficiently recovered sensation -- on her skin and inside her body -- "that she decided to deliver a baby,". She could feel the contractions.	OMISSION
196	"There has also been improvement in sexual performance for the men". Some had recovered "the possibility of having sexual intercourse, and erections,".	There has also been improvement in sexual performance for the men,	OMISSION
197	His company remains committed to its mission of empowering users and streamers across platforms. "As part of Xbox, we'll be able to scale faster than we've ever been able to before. We're expanding the team, bolstering our infrastructure, and most importantly, continuing to grow and support the amazing community at Beam".	As part of Xbox, we'll be able to scale faster than we've ever been able to before. We're expanding the team, bolstering our infrastructure, and most importantly, continuing to grow and support the amazing community at Beam.	SAME
198	"He's offered no credible plans to address what working families are up against today". Her platform amounted to "the largest investment in good-paying jobs since World War II." She promised to put Americans to work modernizing the country's infrastructure, including its bridges, roads, ports and airports.	He's offered no credible plans to address what working families are up against today,	OMISSION
199	"I knew that the second 100 metres were my forte. I suffered a lot in the last few metres". She sometimes still struggles to stay motivated.	I knew that the second 100 metres were my forte. I suffered a lot in the last few metres.	SAME
200	"You've got to get your people out to vote". "I didn't think so".	I didn't think so,	OMISSION
201	I won, that's what's important. I'm in the quarter-finals, which is very good news. A few days ago I wouldn't imagine being in this position, but we have the desire and the energy high to give my best at every moment and that's what I am doing.	I won, that's what's important. I'm in the quarter-finals, which is very good news,	OMISSION
202	Markets were in an "ongoing battle.". "It's between reality and possibilities, if you will. The reality is the market continues to be oversupplied, with (a) really big increase in Saudi output last month".	markets were in an "ongoing battle.". "It's between reality and possibilities, if you will".	OMISSION
203	It would allow him to cut his personal tax rate my more than half. "In his speech on Monday, he called for a new tax loophole – let's call it the 'Trump Loophole,'. It would allow him to pay less than half the current tax rate on income from many of his companies. He'd pay a lower rate than millions of middle-class families".	he'd pay a lower rate than millions of middle-class families.	OMISSION
204	The camp has been valuable in the early stages of figuring out a career. "It's extremely influential because it's great for young girls to see the success of other women that look like them because representation matters. They represent the future and what the students like myself aspire to be like".	It's great for young girls to see the success of other women that look like them because representation matters,	OMISSION
205	He'd be "very happy" retiring without a title but incredible success in the Olympics. "Most athletes don't have an opportunity to say that they won a gold medal, better yet three gold medals".	Most athletes don't have an opportunity to say that they won a gold medal, better yet three gold medals,	OMISSION
206	This is my squad now. This time it is my team.	This is my squad now	SAME
207	This sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented; so it's very possible that Facebook will write some code that will render the filter useless -- at any time. If that happens, the ad-blocking community will likely find another workaround, then Facebook might circumvent again, etc.	This sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented,	OMISSION
208	"It goes without saying that this is a false claim from a presidential candidate with an aversion to the truth and an unprecedented lack of knowledge". Trump was "echoing the talking points of (Russian President Vladimir) Putin and our adversaries to attack American leaders and American interests, while failing to offer any serious plans to confront terrorism or make this country more secure.".	It goes without saying that this is a false claim from a presidential candidate with an aversion to the truth and an unprecedented lack of knowledge,	OMISSION
209	"It goes without saying that this is a false claim from a presidential candidate with an aversion to the truth and an unprecedented lack of knowledge". Trump was "echoing the talking points of (Russian President Vladimir) Putin and our adversaries to attack American leaders and American interests, while failing to offer any serious plans to confront terrorism or make this country more secure.".	Trump was "echoing the talking points of (Russian President Vladimir) Putin and our adversaries to attack American leaders and American interests, while failing to offer any serious plans to confront terrorism or make this country more secure."	OMISSION
210	"You never know, but if you play AFL, you're sure you're not". "There's a certain point in your career when you have to choose".	There's a certain point in your career when you have to choose.	OMISSION
211	Turkey would resume airstrikes against IS targets in Syria, months after they were suspended amid the row with Moscow. "On the issue of Daesh, we have made a call to Russia. We said we have a common enemy which we can struggle against together".	On the issue of Daesh, we have made a call to Russia. We said we have a common enemy which we can struggle against together,	OMISSION
212	China "wants to see how far they can push until they get pushed back,". Their ultimate goal is hegemony in the South China Sea and the East China Sea.	China "wants to see how far they can push until they get pushed back,"	OMISSION
213	Unfortunately, we have a positive test. We expect the opening of the B sample test.	Unfortunately, we have a positive test,	SAME
214	Unfortunately, we have a positive test. We expect the opening of the B sample test.	Unfortunately, we have a positive test.	SAME
215	"I can't disclose the advice given to us by the national security agencies for obvious reasons but what I can assure you is the advice we received was absolutely unequivocal. This was not a political decision". "We have a very strong relationship with China . . . one that gets stronger all the time".	The advice we received was absolutely unequivocal. This was not a political decision,	OMISSION
216	The Florida senator is performing better than Trump. "In each of the three key swing states, the incumbent U.S. senators seeking re-election are running better than Trump. But if Trump continues to lag behind in the presidential race, that will make it more difficult for GOP candidates, logic holds, up and down the ballot".	In each of the three key swing states, the incumbent U.S. senators seeking re-election are running better than Trump. But if Trump continues to lag behind in the presidential race, that will make it more difficult for GOP candidates, logic holds, up and down the ballot.	SAME
217	The Florida senator is performing better than Trump. "In each of the three key swing states, the incumbent U.S. senators seeking re-election are running better than Trump. But if Trump continues to lag behind in the presidential race, that will make it more difficult for GOP candidates, logic holds, up and down the ballot".	If Trump continues to lag behind in the presidential race, that will make it more difficult for GOP candidates, logic holds, up and down the ballot,	OMISSION
218	I have enough pressure as it is. I haven't played a lot of baseball lately, so I'm just trying to make contact tonight.	I have enough pressure as it is,	OMISSION
219	He would have been open to A-Rod in the field were the Yankees out of contention. "There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can".	There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.	OMISSION
220	She actually writes a line, like other gymnasts, but puts an "S" over it to show that it's hers, thus forming a dollar sign. "You see, everybody puts their line on the beam, so I can never tell which one is mine. So, I put an 'S' on it, and it happens to turn into a dollar sign. People think I do it on purpose, but I don't".	everybody puts their line on the beam, so I can never tell which one is mine. So, I put an 'S' on it, and it happens to turn into a dollar sign. People think I do it on purpose, but I don't.	SAME
221	At HPE, we are focused on empowering data-driven organizations. SGI's innovative technologies and services, including its best-in-class big data analytics and high performance computing solutions, complement HPE's proven data center solutions designed to create business insight and accelerate time to value for customers.	At HPE, we are focused on empowering data-driven organizations,	OMISSION
222	"We may reach out to the driver and the rider to investigate why this happened and if either violated our community guidelines they could indeed lose access. It's important to have the context of why the 1-star rating occurred". "Feedback is a two-way street and it's a core part of our commitment to create a good experience for both drivers and riders".	We may reach out to the driver and the rider to investigate why this happened and if either violated our community guidelines they could indeed lose access. It's important to have the context of why the 1-star rating occurred.	SAME
223	Guzman made a very fast move and basically ripped the gun out of the holster. It was grabbed and pulled out of the holster . . . not an easy thing to do.	Guzman made a very fast move and basically ripped the gun out of the holster,	SAME
224	"it happens that all four cities have been reminded of the rules". The cities "have all been reminded that this was not permitted and have subsequently stopped their activities.".	it happens that all four cities have been reminded of the rules.	OMISSION
225	"it happens that all four cities have been reminded of the rules". The cities "have all been reminded that this was not permitted and have subsequently stopped their activities.".	the cities "have all been reminded that this was not permitted and have subsequently stopped their activities."	OMISSION
226	"If he had gotten out of that residence before we got there, the scenario would have ended a lot differently. I'm positive of that". There could have been "significantly greater loss of life," had Driver set off a blast in an airport terminal, mall or transit hub.	If he had gotten out of that residence before we got there, the scenario would have ended a lot differently. I'm positive of that,	OMISSION
227	"If he had gotten out of that residence before we got there, the scenario would have ended a lot differently. I'm positive of that". There could have been "significantly greater loss of life," had Driver set off a blast in an airport terminal, mall or transit hub.	If he had gotten out of that residence before we got there, the scenario would have ended a lot differently.	OMISSION
228	"total gaming hours on Xbox consoles globally were up 18 percent over last year, reaching 1.55 billion hours". The launch edition of the Xbox One S has already sold out in the UK and is "nearly sold out in the US.".	total gaming hours on Xbox consoles globally were up 18 percent over last year, reaching 1.55 billion hours.	OMISSION
229	His enchanting words sent equity markets into a froth. In another case of deja vu, and despite signals pointing to a potentially enormous bulge in crude stocks for 2017, there appears to be no taming of the oil market bull when OPEC speaks.	Despite signals pointing to a potentially enormous bulge in crude stocks for 2017, there appears to be no taming of the oil market bull when OPEC speaks,	SAME
230	When we're talking about arms deals with countries like South Sudan and Libya, that raises very serious red flags. There is absolutely no question that a decision to sell arms, in the context of those two countries, contributed either directly or indirectly to the worsening human rights situation in both of those countries and simply should not have been something the company considered to do at all.	When we're talking about arms deals with countries like South Sudan and Libya, that raises very serious red flags,	OMISSION
231	It had launched disciplinary proceedings against the coach who media reports said had impersonated an athlete for a doping test. "We take note of the decision of the Kenyan Olympic Committee to send home its athletics coach following a violation of anti-doping rules and we thank the NOC for its swift action".	We take note of the decision of the Kenyan Olympic Committee to send home its athletics coach following a violation of anti-doping rules and we thank the NOC for its swift action,	SAME
232	It had launched disciplinary proceedings against the coach who media reports said had impersonated an athlete for a doping test. "We take note of the decision of the Kenyan Olympic Committee to send home its athletics coach following a violation of anti-doping rules and we thank the NOC for its swift action".	it had launched disciplinary proceedings against the coach who media reports said had impersonated an athlete for a doping test	OMISSION
233	Money transfer made easy with Countries like the US, the UK and Japan use PET bottles to store pharmaceutical products.	Countries like the US, the UK and Japan use PET bottles to store pharmaceutical products	SAME
234	They took the "proper course of action" by intercepting Driver as he entered the cab with a backpack.	they took the "proper course of action"	OMISSION
235	To our big surprise, what we noticed is that long-term training with brain-machine interfaces triggers a partial neurological recovery. What we didn't expect and what we observed is that some of these patients regained voluntary control of muscles in the legs below the level of the lesion and regained sensitivity below the level of the spinal cord injury.	What we didn't expect and what we observed is that some of these patients regained voluntary control of muscles in the legs below the level of the lesion and regained sensitivity below the level of the spinal cord injury,	OMISSION
236	To our big surprise, what we noticed is that long-term training with brain-machine interfaces triggers a partial neurological recovery. What we didn't expect and what we observed is that some of these patients regained voluntary control of muscles in the legs below the level of the lesion and regained sensitivity below the level of the spinal cord injury.	To our big surprise, what we noticed is that long-term training with brain-machine interfaces triggers a partial neurological recovery,	OMISSION
237	It was fun. My first opportunity running the two-minute drill, got to take some hits; it's been a long time since that happened. Overall, it was enjoyable.	It was fun. My first opportunity running the two-minute drill.	SAME
238	Betis fans to relax following some disappointing results during pre-season.	fans to relax following some disappointing results during pre-season	SAME
239	"I fully understand & respect security with the way the world is, but to be detained at US immigration every damn time really really sucks". "The brighter side is while waiting caught some really nice Pokemons".	The brighter side is while waiting caught some really nice Pokemons,	OMISSION
240	"I fully understand & respect security with the way the world is, but to be detained at US immigration every damn time really really sucks". "The brighter side is while waiting caught some really nice Pokemons".	The brighter side is while waiting caught some really nice Pokemons.	OMISSION
241	It was too soon say who was behind the attacks, but "we are sure that it is not linked to terrorism."	We are sure that it is not linked to terrorism,	SAME
242	"This is my last, hopefully, pre-Olympic swim". "This is it. I'm swimming how I want to and this is a great way to finish".	this is it	OMISSION
243	Both governments are looking into the possibility of getting two more vessels, this time the bigger ones. We're in the middle of dialogue between the two sides, they are still discussing details and we need a little more time.	Both governments are looking into the possibility of getting two more vessels, this time the bigger ones,	OMISSION
244	"Based on that stand, FDAM will no longer be with FFM28 starting from the second the Constitution was violated and insulted through the recognition of works that are not in the national language for national-level awards". The national language is the Malay language and as such, national-level awards at the 28th FFM this year should only be open to Malay-language films.	the national language is the Malay language and as such, national-level awards at the 28th FFM this year should only be open to Malay-language films	OMISSION
245	She was believed to have been killed by a Russian air strike in Raqqa, the group's stronghold in the country.	She was believed to have been killed by a Russian air strike in Raqqa	SAME
246	"Involvement of foreign elements working in cahoots with their local contacts in the condemnable terrorist attack in Quetta, which took a huge toll on the lives of innocent people, cannot be ruled out". Indian intelligence agencies remained involved in subversive and terrorist activities in Pakistan, especially in Balochistan and Karachi.	Indian intelligence agencies remained involved in subversive and terrorist activities in Pakistan, especially in Balochistan and Karachi	OMISSION
247	We've never had anything like this in our city. Thai tourists will understand the police have the situation under control, but I think European tourists might not be coming.	We've never had anything like this in our city,	OMISSION
248	After three grand slam victories and 11 WTA doubles titles together, we have mutually agreed that we would be open to playing with other players for the remainder of the season. Perhaps, because of our great results, we have had very high expectations and unfortunately did not get the results we desired recently. We would like to clarify that it was a totally professional decision based purely on our recent results.	After three Grand Slam victories and 11 WTA doubles titles together, we have mutually agreed that we would be open to playing with other players for the remainder of the season,	SAME
