"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input_row_index","Input_ref_statement","Input_ref_title","Input_ref_url","Input_target_statement","Input_target_title","Input_target_url","Input_media_source","Input_relation_type","Answer_Category","Approve","Reject"
"34HEO7RUG6U5ALFMGH15MUVTZ73RAL","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","3P59JYT76LLW7HV3XTIN4B8XVP9T2R","A7TUG10LNB586","Approved","Tue Sep 13 04:58:17 PDT 2016","Tue Sep 13 04:58:27 PDT 2016","Sun Sep 18 04:58:27 PDT 2016","Wed Sep 14 07:52:21 PDT 2016","","","10","100% (59/59)","100% (59/59)","100% (59/59)","17","&#34;Terrorists are on the run&#44; and they are desperately hitting soft targets. They are getting support from across the border&#34;. The opposition is not serious in measures against corruption.","Terrorists getting support from across the border: Nisar.","https://www.thenews.com.pk/latest/142024-Terrorists-getting-support-from-across-the-border-Nisar","terrorists are on the run","Criticism of the security agencies is no service to the country&#44; says Nisar.","http://aaj.tv/2016/08/criticism-of-the-security-agencies-is-no-service-to-the-country-says-nisar/","Interior Mminister","CONTAINS","omission"
"34HEO7RUG6U5ALFMGH15MUVTZ73RAL","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","3RXCAC0YIRQ3ORBMTASHFJ6BRVMG81","A1V6P1ZE6Q8YEW","Approved","Tue Sep 13 04:44:12 PDT 2016","Tue Sep 13 04:47:49 PDT 2016","Sun Sep 18 04:47:49 PDT 2016","Wed Sep 14 07:52:21 PDT 2016","","","217","100% (216/216)","100% (216/216)","100% (207/207)","17","&#34;Terrorists are on the run&#44; and they are desperately hitting soft targets. They are getting support from across the border&#34;. The opposition is not serious in measures against corruption.","Terrorists getting support from across the border: Nisar.","https://www.thenews.com.pk/latest/142024-Terrorists-getting-support-from-across-the-border-Nisar","terrorists are on the run","Criticism of the security agencies is no service to the country&#44; says Nisar.","http://aaj.tv/2016/08/criticism-of-the-security-agencies-is-no-service-to-the-country-says-nisar/","Interior Mminister","CONTAINS","same"
"3E24UO25QZQ1Q6B3YC3PCUO2S1TO6J","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3J2UYBXQQLDJ99HDMT6GADN4EJE063","A3GLUDQZGEJL5G","Approved","Tue Sep 13 04:56:25 PDT 2016","Tue Sep 13 04:58:19 PDT 2016","Sun Sep 18 04:58:19 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","114","100% (165/165)","100% (150/150)","100% (148/148)","428","No&#44; do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that. It is just something that needs to be set in stone that this is what we are going to do. Let's settle this and be done with it. There should not be any bouncing back and forwards.","Bubba Watson defends disgraced U.S. athlete Justin Gatlin: &#34;We’ve all had issues&#34;.","http://www.golfdigest.com/story/bubba-watson-defends-disgraced-us-athlete-justin-gatlin-weve-all-had-issues","Do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that&#44;","Gatlin shrugs off derision.","http://www.chinadaily.com.cn/sports/2016rioolympics/2016-08/12/content_26446098.htm","other","CONTAINS","same"
"3E24UO25QZQ1Q6B3YC3PCUO2S1TO6J","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3KIBXJ1WD5VBB5ULQI2SAXO4DHBOKJ","A2RYRS301XIZZD","Approved","Tue Sep 13 04:52:02 PDT 2016","Tue Sep 13 04:52:18 PDT 2016","Sun Sep 18 04:52:18 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","16","100% (358/358)","100% (358/358)","100% (101/101)","428","No&#44; do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that. It is just something that needs to be set in stone that this is what we are going to do. Let's settle this and be done with it. There should not be any bouncing back and forwards.","Bubba Watson defends disgraced U.S. athlete Justin Gatlin: &#34;We’ve all had issues&#34;.","http://www.golfdigest.com/story/bubba-watson-defends-disgraced-us-athlete-justin-gatlin-weve-all-had-issues","Do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that&#44;","Gatlin shrugs off derision.","http://www.chinadaily.com.cn/sports/2016rioolympics/2016-08/12/content_26446098.htm","other","CONTAINS","same"
"3E24UO25QZQ1Q6B3YC3PCUO2S1TO6J","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3LO69W1SU3EY3YV5NZ1LKOSHBVYLG5","A1F4D2PZ7NNWTL","Approved","Tue Sep 13 05:08:05 PDT 2016","Tue Sep 13 05:08:16 PDT 2016","Sun Sep 18 05:08:16 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","11","100% (417/417)","100% (417/417)","100% (417/417)","428","No&#44; do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that. It is just something that needs to be set in stone that this is what we are going to do. Let's settle this and be done with it. There should not be any bouncing back and forwards.","Bubba Watson defends disgraced U.S. athlete Justin Gatlin: &#34;We’ve all had issues&#34;.","http://www.golfdigest.com/story/bubba-watson-defends-disgraced-us-athlete-justin-gatlin-weve-all-had-issues","Do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that&#44;","Gatlin shrugs off derision.","http://www.chinadaily.com.cn/sports/2016rioolympics/2016-08/12/content_26446098.htm","other","CONTAINS","omission"
"3E24UO25QZQ1Q6B3YC3PCUO2S1TO6J","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3SEPORI8WN0HYWZ6G00KWHSCSA2ZA1","ADLYO655RWJUI","Approved","Tue Sep 13 05:24:37 PDT 2016","Tue Sep 13 05:24:41 PDT 2016","Sun Sep 18 05:24:41 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","4","100% (49/49)","100% (49/49)","100% (49/49)","428","No&#44; do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that. It is just something that needs to be set in stone that this is what we are going to do. Let's settle this and be done with it. There should not be any bouncing back and forwards.","Bubba Watson defends disgraced U.S. athlete Justin Gatlin: &#34;We’ve all had issues&#34;.","http://www.golfdigest.com/story/bubba-watson-defends-disgraced-us-athlete-justin-gatlin-weve-all-had-issues","Do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that&#44;","Gatlin shrugs off derision.","http://www.chinadaily.com.cn/sports/2016rioolympics/2016-08/12/content_26446098.htm","other","CONTAINS","omission"
"3E24UO25QZQ1Q6B3YC3PCUO2S1TO6J","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3X73LLYYQ1F2RUT1JIZIIG87VQ7HNY","A1TTA3N401CZTS","Approved","Tue Sep 13 05:00:55 PDT 2016","Tue Sep 13 05:00:58 PDT 2016","Sun Sep 18 05:00:58 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","3","100% (18/18)","100% (18/18)","100% (18/18)","428","No&#44; do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that. It is just something that needs to be set in stone that this is what we are going to do. Let's settle this and be done with it. There should not be any bouncing back and forwards.","Bubba Watson defends disgraced U.S. athlete Justin Gatlin: &#34;We’ve all had issues&#34;.","http://www.golfdigest.com/story/bubba-watson-defends-disgraced-us-athlete-justin-gatlin-weve-all-had-issues","Do I think people who have been caught doping should be on the team? They shouldn't. It is unfortunate we have to see that&#44;","Gatlin shrugs off derision.","http://www.chinadaily.com.cn/sports/2016rioolympics/2016-08/12/content_26446098.htm","other","CONTAINS","same"
"3MA5N0ATTCBGUU5UR2O03766WYCWK8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:07 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:07 PDT 2016","","","354P56DE9K42EIFUE5USQXTJ4MJS7J","A2M3KQ9CKP7YW","Approved","Tue Sep 13 05:01:19 PDT 2016","Tue Sep 13 05:04:05 PDT 2016","Sun Sep 18 05:04:05 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","166","100% (74/74)","100% (74/74)","100% (74/74)","219","He would have been open to A-Rod in the field were the Yankees out of contention. &#34;There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can&#34;.","In next-to-last game&#44; A-Rod returns to bat cleanup.","http://www.lohud.com/story/sports/mlb/lohud-yankees/2016/08/11/next--last-game--rod-returns-bat-cleanup/88590462/","There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.","Tampa Bay Rays at New York Yankees game preview.","http://www.foxsports.com/florida/story/tampa-bay-rays-at-new-york-yankees-game-preview-081216?cmpid=feed:-sports-CQ-RSS-Feed","other","CONTAINS","omission"
"3MA5N0ATTCBGUU5UR2O03766WYCWK8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:07 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:07 PDT 2016","","","3FE7TXL1LIOJF13BGPOSZ6XABJQQ2S","A1V6P1ZE6Q8YEW","Approved","Tue Sep 13 05:25:25 PDT 2016","Tue Sep 13 05:36:21 PDT 2016","Sun Sep 18 05:36:21 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","656","100% (216/216)","100% (216/216)","100% (207/207)","219","He would have been open to A-Rod in the field were the Yankees out of contention. &#34;There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can&#34;.","In next-to-last game&#44; A-Rod returns to bat cleanup.","http://www.lohud.com/story/sports/mlb/lohud-yankees/2016/08/11/next--last-game--rod-returns-bat-cleanup/88590462/","There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.","Tampa Bay Rays at New York Yankees game preview.","http://www.foxsports.com/florida/story/tampa-bay-rays-at-new-york-yankees-game-preview-081216?cmpid=feed:-sports-CQ-RSS-Feed","other","CONTAINS","omission"
"3MA5N0ATTCBGUU5UR2O03766WYCWK8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:07 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:07 PDT 2016","","","3JRJSWSMQHMJ3G9PBY7XOZDOYTYE39","AZACNY1H74YWS","Approved","Tue Sep 13 05:18:28 PDT 2016","Tue Sep 13 05:36:53 PDT 2016","Sun Sep 18 05:36:53 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","1105","100% (230/230)","100% (54/54)","100% (54/54)","219","He would have been open to A-Rod in the field were the Yankees out of contention. &#34;There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can&#34;.","In next-to-last game&#44; A-Rod returns to bat cleanup.","http://www.lohud.com/story/sports/mlb/lohud-yankees/2016/08/11/next--last-game--rod-returns-bat-cleanup/88590462/","There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.","Tampa Bay Rays at New York Yankees game preview.","http://www.foxsports.com/florida/story/tampa-bay-rays-at-new-york-yankees-game-preview-081216?cmpid=feed:-sports-CQ-RSS-Feed","other","CONTAINS","omission"
"3MA5N0ATTCBGUU5UR2O03766WYCWK8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:07 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:07 PDT 2016","","","3MHW492WW0E1RD3LC61MK2AGYF3VMX","A2XFO0X6RCS98M","Approved","Tue Sep 13 04:53:20 PDT 2016","Tue Sep 13 04:56:11 PDT 2016","Sun Sep 18 04:56:11 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","171","100% (469/469)","100% (469/469)","100% (469/469)","219","He would have been open to A-Rod in the field were the Yankees out of contention. &#34;There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can&#34;.","In next-to-last game&#44; A-Rod returns to bat cleanup.","http://www.lohud.com/story/sports/mlb/lohud-yankees/2016/08/11/next--last-game--rod-returns-bat-cleanup/88590462/","There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.","Tampa Bay Rays at New York Yankees game preview.","http://www.foxsports.com/florida/story/tampa-bay-rays-at-new-york-yankees-game-preview-081216?cmpid=feed:-sports-CQ-RSS-Feed","other","CONTAINS","omission"
"3MA5N0ATTCBGUU5UR2O03766WYCWK8","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:07 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:07 PDT 2016","","","3OE22WJIGIPSZDCDZ9YY5PS2U9WQUV","A2B8HPIZDKYKDR","Approved","Tue Sep 13 05:01:28 PDT 2016","Tue Sep 13 05:01:57 PDT 2016","Sun Sep 18 05:01:57 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","29","100% (30/30)","100% (30/30)","100% (30/30)","219","He would have been open to A-Rod in the field were the Yankees out of contention. &#34;There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can&#34;.","In next-to-last game&#44; A-Rod returns to bat cleanup.","http://www.lohud.com/story/sports/mlb/lohud-yankees/2016/08/11/next--last-game--rod-returns-bat-cleanup/88590462/","There's a way that you'd like to see him go out where the fans can show him the appreciation. And then I will try to accommodate that the best I can.","Tampa Bay Rays at New York Yankees game preview.","http://www.foxsports.com/florida/story/tampa-bay-rays-at-new-york-yankees-game-preview-081216?cmpid=feed:-sports-CQ-RSS-Feed","other","CONTAINS","omission"
"3VP28W7DUNK983IL1EHAMY8J54ZZFZ","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","31T4R4OBOSHM71QYHJ4SBSP1IK9C7N","AOHR3NW1NV23F","Approved","Tue Sep 13 05:21:28 PDT 2016","Tue Sep 13 05:21:38 PDT 2016","Sun Sep 18 05:21:38 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","10","100% (136/136)","100% (114/114)","100% (104/104)","18","The midfielder's immediate future is in West London. &#34;Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player&#34;.","Chelsea manager Antonio Conte expects Nemanja Matic to stay at Stamford Bridge.","http://www.ibtimes.co.uk/chelsea-manager-antonio-conte-expects-nemanja-matic-stay-stamford-bridge-1575765","Nemanja is an important player for me&#44;","Conte claims Juventus target Matic &#34;will stay at Chelsea&#34;.","http://www.calciomercato.com/en/news/conte-claims-juventus-target-matic-will-stay-at-chelsea-974540","other","CONTAINS","omission"
"3VP28W7DUNK983IL1EHAMY8J54ZZFZ","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","34S9DKFK73QODPJQTI364G3ALMNYNH","A7TUG10LNB586","Approved","Tue Sep 13 05:06:44 PDT 2016","Tue Sep 13 05:06:54 PDT 2016","Sun Sep 18 05:06:54 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","10","100% (59/59)","100% (59/59)","100% (59/59)","18","The midfielder's immediate future is in West London. &#34;Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player&#34;.","Chelsea manager Antonio Conte expects Nemanja Matic to stay at Stamford Bridge.","http://www.ibtimes.co.uk/chelsea-manager-antonio-conte-expects-nemanja-matic-stay-stamford-bridge-1575765","Nemanja is an important player for me&#44;","Conte claims Juventus target Matic &#34;will stay at Chelsea&#34;.","http://www.calciomercato.com/en/news/conte-claims-juventus-target-matic-will-stay-at-chelsea-974540","other","CONTAINS","omission"
"3VP28W7DUNK983IL1EHAMY8J54ZZFZ","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","3HYA4D452RKMOCD229DYN7TW4GAF2E","A3V5IIPZ95YVKH","Approved","Tue Sep 13 05:12:41 PDT 2016","Tue Sep 13 05:12:47 PDT 2016","Sun Sep 18 05:12:47 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","6","100% (39/39)","100% (39/39)","100% (39/39)","18","The midfielder's immediate future is in West London. &#34;Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player&#34;.","Chelsea manager Antonio Conte expects Nemanja Matic to stay at Stamford Bridge.","http://www.ibtimes.co.uk/chelsea-manager-antonio-conte-expects-nemanja-matic-stay-stamford-bridge-1575765","Nemanja is an important player for me&#44;","Conte claims Juventus target Matic &#34;will stay at Chelsea&#34;.","http://www.calciomercato.com/en/news/conte-claims-juventus-target-matic-will-stay-at-chelsea-974540","other","CONTAINS","omission"
"3VP28W7DUNK983IL1EHAMY8J54ZZFZ","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","3LPW2N6LKT336RTFFHAV7EXBYDAU5N","A1ELYVM5GQIBM0","Approved","Tue Sep 13 05:02:36 PDT 2016","Tue Sep 13 05:03:18 PDT 2016","Sun Sep 18 05:03:18 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","42","100% (23/23)","100% (23/23)","100% (20/20)","18","The midfielder's immediate future is in West London. &#34;Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player&#34;.","Chelsea manager Antonio Conte expects Nemanja Matic to stay at Stamford Bridge.","http://www.ibtimes.co.uk/chelsea-manager-antonio-conte-expects-nemanja-matic-stay-stamford-bridge-1575765","Nemanja is an important player for me&#44;","Conte claims Juventus target Matic &#34;will stay at Chelsea&#34;.","http://www.calciomercato.com/en/news/conte-claims-juventus-target-matic-will-stay-at-chelsea-974540","other","CONTAINS","same"
"3VP28W7DUNK983IL1EHAMY8J54ZZFZ","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:09 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:09 PDT 2016","","","3M23Y66PO28JAI1PVVP0KJTN9B06SZ","A2XFO0X6RCS98M","Approved","Tue Sep 13 05:01:59 PDT 2016","Tue Sep 13 05:03:47 PDT 2016","Sun Sep 18 05:03:47 PDT 2016","Wed Sep 14 07:52:22 PDT 2016","","","108","100% (469/469)","100% (469/469)","100% (469/469)","18","The midfielder's immediate future is in West London. &#34;Nemanja is an important player for me. He knows this. There isn't a problem with him. Nemanja is a Chelsea player&#34;.","Chelsea manager Antonio Conte expects Nemanja Matic to stay at Stamford Bridge.","http://www.ibtimes.co.uk/chelsea-manager-antonio-conte-expects-nemanja-matic-stay-stamford-bridge-1575765","Nemanja is an important player for me&#44;","Conte claims Juventus target Matic &#34;will stay at Chelsea&#34;.","http://www.calciomercato.com/en/news/conte-claims-juventus-target-matic-will-stay-at-chelsea-974540","other","CONTAINS","omission"
"3087LXLJ6MGC6ICVXK4IGZ5XNXGF0N","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","324G5B4FB392D9VI53B8GRN09UZ073","A2R0YYUAWNT7UD","Approved","Tue Sep 13 04:58:06 PDT 2016","Tue Sep 13 04:58:12 PDT 2016","Sun Sep 18 04:58:12 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","6","100% (282/282)","100% (282/282)","100% (242/242)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"3087LXLJ6MGC6ICVXK4IGZ5XNXGF0N","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3570Y55XZPKI3X246EQBEWUDKAXGYN","A1F4D2PZ7NNWTL","Approved","Tue Sep 13 04:58:56 PDT 2016","Tue Sep 13 04:59:00 PDT 2016","Sun Sep 18 04:59:00 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","4","100% (417/417)","100% (417/417)","100% (417/417)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"3087LXLJ6MGC6ICVXK4IGZ5XNXGF0N","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","39K0FND3AHGHZP0N1BAQOFW3D6OMAB","A3HMBHM8HJLKRD","Approved","Tue Sep 13 05:31:32 PDT 2016","Tue Sep 13 05:32:06 PDT 2016","Sun Sep 18 05:32:06 PDT 2016","Wed Sep 14 07:54:15 PDT 2016","","","34","100% (34/34)","100% (34/34)","100% (34/34)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"3087LXLJ6MGC6ICVXK4IGZ5XNXGF0N","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3G5W44VEU7JNJSDN2ZPK5OF2MW5KGF","A3G00Q5JV2BE5G","Approved","Tue Sep 13 05:29:34 PDT 2016","Tue Sep 13 05:29:51 PDT 2016","Sun Sep 18 05:29:51 PDT 2016","Wed Sep 14 07:54:15 PDT 2016","","","17","100% (129/129)","100% (129/129)","100% (129/129)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
"3087LXLJ6MGC6ICVXK4IGZ5XNXGF0N","3JIWCCCTXOMXXP4IQ4QG146VEI333T","Judge if a sentence is less informative than the original","Two similar short texts, determine whether one is less informative","omission, missing information","$0.05","Tue Sep 13 04:41:02 PDT 2016","5","BatchId:2526319;","14400","432000","Tue Sep 20 04:41:02 PDT 2016","","","3P4RDNWND5764ZD0A2PBPLS5MJQJIY","A2XFO0X6RCS98M","Approved","Tue Sep 13 05:17:00 PDT 2016","Tue Sep 13 05:19:01 PDT 2016","Sun Sep 18 05:19:01 PDT 2016","Wed Sep 14 07:54:14 PDT 2016","","","121","100% (469/469)","100% (469/469)","100% (469/469)","429","She's got some footwork&#44; but I'm top dog. I told her she's the third-best post player here behind me and DJ (DeAndre Jordan). She's a little mad about that.","Who ya got&#44; DeMarcus Cousins or Brittney Griner?.","http://www.mercurynews.com/sports/ci_30233564/who-ya-got-demarcus-cousins-or-brittney-griner?source=rss","She's got some footwork&#44; but I'm top dog&#44;","Brittney Griner wants to play DeMarcus Cousins 1-on-1.","http://fansided.com/2016/08/11/brittney-griner-wants-play-demarcus-cousins-1-1/","other","CONTAINS","omission"
